"identifier"	"AA"	"AN"	"AT"	"IM"	"Noam"	"NT"	"OC"	"PA"
"11920"	"Rosenbergiodendron densiflorum (K.Schum.) Fagerl."	0	0	0	0	0	17	0	0
"11921"	"Rosenbergiodendron Fagerl."	0	0	0	0	0	11	0	0
"11922"	"Rosenbergiodendron formosum (Jacq.) Fagerl."	0	0	0	0	0	61	1	0
"11923"	"Rosenbergiodendron formosum var. formosum"	0	0	0	0	0	3	0	0
"11924"	"Rosenbergiodendron formosum var. nitidum"	0	0	0	0	0	2	0	0
"11925"	"Rosenbergiodendron longiflorum (Ruiz & Pav.) Fagerl."	0	0	0	0	0	61	0	0
"11926"	"Rosenbergiodendron reflexum C.M.Taylor & Lorence"	0	0	0	0	0	7	0	0
"11927"	"Rothmannia breviflora J.G.Garc?ªa"	0	0	1	0	0	0	0	0
"11928"	"Rothmannia capensis Thunb."	0	0	162	0	0	0	0	0
"11929"	"Rothmannia ebamutensis Sonk?ó"	0	0	14	0	0	0	0	0
"11930"	"Rothmannia engleriana (K.Schum.) Keay"	0	0	66	0	0	0	0	0
"11931"	"Rothmannia eucodon (K.Schum.) Bremek."	0	0	0	3	0	0	0	0
"11932"	"Rothmannia fischeri (K.Schum.) Bullock ex Oberm."	0	0	22	0	0	0	0	0
"11933"	"Rothmannia fischeri subsp. fischeri"	0	0	45	0	0	0	0	0
"11934"	"Rothmannia fischeri subsp. moramballae"	0	0	3	0	0	0	0	0
"11935"	"Rothmannia fischeri subsp. verdcourtii"	0	0	12	0	0	0	0	0
"11936"	"Rothmannia globosa (Hochst.) Keay"	0	0	77	0	0	1	0	0
"11937"	"Rothmannia hispida (K.Schum.) Fagerl."	0	0	148	0	0	0	0	0
"11938"	"Rothmannia jollyana N.Hall?ó"	0	0	2	0	0	0	0	0
"11939"	"Rothmannia lateriflora (K.Schum.) Keay"	0	0	78	0	0	0	0	0
"11940"	"Rothmannia libisa N.Hall?ó"	0	0	9	0	0	0	0	0
"11941"	"Rothmannia liebrechtsiana (De Wild. & T.Durand) Keay"	0	0	35	0	0	0	0	0
"11942"	"Rothmannia longiflora Salisb."	0	0	200	0	0	0	0	0
"11943"	"Rothmannia lujae (De Wild.) Keay"	0	0	48	0	0	0	0	0
"11944"	"Rothmannia macrocarpa (Hiern) Keay"	0	0	26	0	0	0	0	0
"11945"	"Rothmannia macrosiphon (K.Schum. ex Engl.) Bridson"	0	0	32	0	0	0	0	0
"11946"	"Rothmannia manganjae (Hiern) Keay"	0	0	26	0	0	0	0	0
"11947"	"Rothmannia mayumbensis (R.D.Good) Keay"	0	0	14	0	0	0	0	0
"11948"	"Rothmannia megalostigma (Wernham) Keay"	0	0	16	0	0	0	0	0
"11949"	"Rothmannia microphylla (K.Schum.) J.G.Garc?ªa"	0	0	1	0	0	0	0	0
"11950"	"Rothmannia munsae subsp. megalostigma"	0	0	12	0	0	0	0	0
"11951"	"Rothmannia munsae subsp. munsae"	0	0	2	0	0	0	0	0
"11952"	"Rothmannia octomera (Hook.) Fagerl."	0	0	102	0	0	0	0	0
"11953"	"Rothmannia ravae (Chiov.) Bridson"	0	0	21	0	0	0	0	0
"11954"	"Rothmannia schoemanii (Teijsm. & Binn.) Tirveng."	0	0	0	3	0	0	0	0
"11955"	"Rothmannia sootepensis (Craib) Bremek."	0	0	0	4	0	0	0	0
"11956"	"Rothmannia talbotii (Wernham) Keay"	0	0	58	0	0	0	0	0
"11957"	"Rothmannia Thunb."	7	0	221	31	0	0	0	0
"11958"	"Rothmannia urcelliformis (Hiern) Bullock ex Robyns"	0	0	128	0	0	0	0	0
"11959"	"Rothmannia venalis Bremek."	0	0	0	2	0	0	0	0
"11960"	"Rothmannia whitfieldii (Lindl.) Dandy"	0	0	276	0	0	0	0	0
"11961"	"Roulinia Decne."	0	0	0	0	0	3	0	0
"11962"	"Rouliniella columbiana Vail"	0	0	0	0	0	3	0	0
"11963"	"Roupellina boivinii (Baill.) Pichon"	0	0	2	0	0	0	0	0
"11964"	"Rubia agostinhoi Dans. & P.Silva"	0	0	0	0	0	0	0	10
"11965"	"Rubia akane erecta Nakai"	0	0	0	12	0	0	0	0
"11966"	"Rubia akane Nakai"	0	0	0	32	0	0	0	0
"11967"	"Rubia alata Wall."	0	0	0	13	0	0	0	35
"11968"	"Rubia angustifolia L."	0	0	0	0	0	0	0	5
"11969"	"Rubia argyi (H.L?óv. & Vaniot) Hara ex Lauener"	0	0	0	1	0	0	0	258
"11970"	"Rubia chinensis f. glabrescens"	0	0	0	0	0	0	0	15
"11971"	"Rubia chinensis f. mitis"	0	0	0	0	0	0	0	18
"11972"	"Rubia conotricha Gand."	0	0	1	0	0	0	0	0
"11973"	"Rubia cordifolia L."	0	0	139	21	2	0	0	34
"11974"	"Rubia cordifolia subsp. conotricha"	0	0	105	0	0	0	0	0
"11975"	"Rubia cordifolia var. discolor"	0	0	6	0	0	0	0	0
"11976"	"Rubia cordifolia var. munjista"	0	0	0	1	0	0	0	0
"11977"	"Rubia florida Boiss."	0	0	0	0	0	0	0	2
"11978"	"Rubia fruticosa Aiton"	0	0	0	0	0	0	0	11
"11979"	"Rubia gedrosiaca Bornm."	0	0	0	0	0	0	0	2
"11980"	"Rubia hexaphylla (Makino) Makino"	0	0	0	0	0	0	0	3
"11981"	"Rubia hispidicaulis D.G.Long"	0	0	0	1	0	0	0	0
"11982"	"Rubia horrida (Thunb.) Puff"	0	0	49	0	0	0	0	0
"11983"	"Rubia iberica (Fisch. ex DC.) K.Koch"	0	0	0	0	0	0	0	1
"11984"	"Rubia infundibularis Hemsl. & Lace"	0	0	0	0	0	0	0	1
"11985"	"Rubia jesoensis (Miq.) Miyabe & Kudo"	0	0	0	0	0	0	0	16
"11986"	"Rubia L."	0	0	2	17	0	0	0	39
"11987"	"Rubia lanceolata Hayata"	0	0	0	90	0	0	0	2
"11988"	"Rubia laxiflora Gontsch."	0	0	0	0	0	0	0	3
"11989"	"Rubia linii J.M.Chao"	0	0	0	28	0	0	0	0
"11990"	"Rubia longifolia Poir."	0	0	0	0	0	0	0	2
"11991"	"Rubia magna P.G.Xiao"	0	0	0	0	0	0	0	6
"11992"	"Rubia manjith Roxb. ex Fleming"	0	0	0	0	0	0	0	4
"11993"	"Rubia peregrina L."	0	0	0	0	0	0	0	639
"11994"	"Rubia peregrina subsp. agostinhoi"	0	0	0	0	0	0	0	1
"11995"	"Rubia peregrina subsp. longifolia"	0	0	0	0	0	0	0	8
"11996"	"Rubia petiolaris DC."	0	0	19	0	0	0	0	0
"11997"	"Rubia rechingeri Ehrend."	0	0	0	0	0	0	0	1
"11998"	"Rubia rigidifolia Pojark."	0	0	0	0	0	0	0	1
"11999"	"Rubia siamensis Craib"	0	0	0	4	0	0	0	4
"12000"	"Rubia techensis Raf."	0	0	0	0	0	0	0	4
"12001"	"Rubia tenuifolia subsp. brachypoda"	0	0	0	0	0	0	0	13
"12002"	"Rubia tenuifolia subsp. tenuifolia"	0	0	0	0	0	0	0	11
"12003"	"Rubia tibetica Hook.f."	0	0	0	0	0	0	0	4
"12004"	"Rubia tinctoria Salisb."	0	0	0	0	4	0	0	1
"12005"	"Rubia tinctorum L."	0	0	0	0	1	0	0	61
"12006"	"Rubia transcaucasica Grossh."	0	0	0	0	0	0	0	1
"12007"	"Rubia wallichiana Decne."	0	0	0	3	0	0	0	0
"12008"	"Rubia yunnanensis Diels"	0	0	0	1	0	0	0	0
"12009"	"Rubiaceae Juss."	202	0	6105	420	27	5554	2	28
"12010"	"Rubovietnamia aristata Tirveng."	0	0	0	2	0	0	0	0
"12011"	"Rudgea amazonica M??ll.Arg."	0	0	0	0	0	11	0	0
"12012"	"Rudgea amplexicaulis Dwyer"	0	0	0	0	0	16	0	0
"12013"	"Rudgea angustissima Standl."	0	0	0	0	0	2	0	0
"12014"	"Rudgea ayangannensis Steyerm."	0	0	0	0	0	1	0	0
"12015"	"Rudgea berryi Steyerm."	0	0	0	0	0	11	0	0
"12016"	"Rudgea blanchetiana M??ll.Arg."	0	0	0	0	0	1	0	0
"12017"	"Rudgea bracteata J.H.Kirkbr."	0	0	0	0	0	40	0	0
"12018"	"Rudgea buntingii Steyerm."	0	0	0	0	0	4	0	0
"12019"	"Rudgea calycina Benth."	0	0	0	0	0	1	0	0
"12020"	"Rudgea canephorantha (Wernham) Standl."	0	0	0	0	0	2	0	0
"12021"	"Rudgea cardonae Steyerm."	0	0	0	0	0	3	0	0
"12022"	"Rudgea carolina Standl. & Steyerm."	0	0	0	0	0	4	0	0
"12023"	"Rudgea cephalantha Standl."	0	0	0	0	0	4	0	0
"12024"	"Rudgea ceriantha K.Schum."	0	0	0	0	0	25	0	0
"12025"	"Rudgea chiriquiensis Dwyer"	0	0	0	0	0	1	0	0
"12026"	"Rudgea ciliata (Ruiz & Pav.) Spreng."	0	0	0	0	0	11	0	0
"12027"	"Rudgea citrifolia (Sw.) K.Schum."	0	0	3	0	0	1	0	0
"12028"	"Rudgea clerodendroides Zappi"	0	0	0	0	0	8	0	0
"12029"	"Rudgea colombiana Standl."	0	0	0	0	0	61	0	0
"12030"	"Rudgea coriacea (Spreng.) K.Schum."	0	0	0	0	0	2	0	0
"12031"	"Rudgea corniculata Benth."	0	0	0	0	0	1	0	0
"12032"	"Rudgea cornifolia (Kunth) Standl."	0	0	0	0	0	586	0	0
"12033"	"Rudgea cornigera Bremek."	0	0	0	0	0	3	0	0
"12034"	"Rudgea corocoroensis Steyerm."	0	0	0	0	0	3	0	0
"12035"	"Rudgea coronata (Vell.) M??ll.Arg."	0	0	0	0	0	5	0	0
"12036"	"Rudgea coronata subsp. coronata"	0	0	0	0	0	3	0	0
"12037"	"Rudgea coronicarpa Dwyer"	0	0	0	0	0	1	0	0
"12038"	"Rudgea crassifolia Zappi & E.Lucas"	0	0	0	0	0	5	0	0
"12039"	"Rudgea crassiloba (Benth.) B.L.Rob."	0	0	0	0	0	45	0	0
"12040"	"Rudgea crassipetiolata Zappi"	0	0	0	0	0	56	0	0
"12041"	"Rudgea cryptantha Standl."	0	0	0	0	0	36	0	0
"12042"	"Rudgea cuatrecasasii Standl. ex Steyerm."	0	0	0	0	0	3	0	0
"12043"	"Rudgea discolor Benth."	0	0	0	0	0	1	0	0
"12044"	"Rudgea duidae (Standl.) Steyerm."	0	0	0	0	0	4	0	0
"12045"	"Rudgea erioloba Benth."	0	0	0	0	0	11	0	0
"12046"	"Rudgea erythrocarpa M??ll.Arg."	0	0	0	0	0	4	0	0
"12047"	"Rudgea eugenioides Standl."	0	0	0	0	0	3	0	0
"12048"	"Rudgea fissistipula M??ll.Arg."	0	0	0	0	0	4	0	0
"12049"	"Rudgea foveolata (Ruiz & Pav.) Zahlbr."	0	0	0	0	0	11	0	0
"12050"	"Rudgea francavillana M??ll.Arg."	0	0	0	0	0	1	0	0
"12051"	"Rudgea gardenioides (Cham.) M??ll.Arg."	0	0	0	0	0	1	0	0
"12052"	"Rudgea goyazensis M??ll.Arg."	0	0	0	0	0	5	0	0
"12053"	"Rudgea graciliflora Standl."	0	0	0	0	0	7	0	0
"12054"	"Rudgea grandifructa C.M.Taylor & M.Monsalve"	0	0	0	0	0	12	0	0
"12055"	"Rudgea guyanensis (A.Rich.) Sandwith"	0	0	0	0	0	20	0	0
"12056"	"Rudgea hemisphaerica Dwyer ex C.M.Taylor"	0	0	0	0	0	12	0	0
"12057"	"Rudgea hispidula Standl."	0	0	0	0	0	4	0	0
"12058"	"Rudgea hospes Standl. & Steyerm."	0	0	0	0	0	6	0	0
"12059"	"Rudgea hostmanniana Benth."	0	0	0	0	0	54	0	0
"12060"	"Rudgea hostmanniana subsp. hostmanniana"	0	0	0	0	0	4	0	0
"12061"	"Rudgea ilheotica M??ll.Arg."	0	0	0	0	0	1	0	0
"12062"	"Rudgea insignis M??ll.Arg."	0	0	0	0	0	3	0	0
"12063"	"Rudgea interrupta Benth."	0	0	0	0	0	1	0	0
"12064"	"Rudgea irregularis M??ll.Arg."	0	0	0	0	0	6	0	0
"12065"	"Rudgea isthmensis Standl."	0	0	0	0	0	5	0	0
"12066"	"Rudgea jacobinensis M??ll.Arg."	0	0	0	0	0	13	0	0
"12067"	"Rudgea japurensis M??ll.Arg."	0	0	0	0	0	7	0	0
"12068"	"Rudgea jasminoides (Cham.) M??ll.Arg."	0	0	0	0	0	33	0	0
"12069"	"Rudgea jasminoides subsp. corniculata"	0	0	0	0	0	7	0	0
"12070"	"Rudgea jasminoides subsp. jasminoides"	0	0	0	0	0	2	0	0
"12071"	"Rudgea justicioides Standl."	0	0	0	0	0	34	0	0
"12072"	"Rudgea klugii Standl."	0	0	0	0	0	14	0	0
"12073"	"Rudgea krukovii Standl."	0	0	0	0	0	6	0	0
"12074"	"Rudgea lacerostipula K.Schum. ex Glaziou"	0	0	0	0	0	2	0	0
"12075"	"Rudgea laevis C.M.Taylor"	0	0	0	0	0	44	0	0
"12076"	"Rudgea lanceaefolia Salisb."	0	0	0	0	0	1	0	0
"12077"	"Rudgea lanceifolia Salisb."	0	0	0	0	0	30	0	0
"12078"	"Rudgea lanceolata Benth."	0	0	0	0	0	1	0	0
"12079"	"Rudgea laurifolia Steyerm."	0	0	0	0	0	25	0	0
"12080"	"Rudgea leiocarpoides M??ll.Arg."	0	0	0	0	0	2	0	0
"12081"	"Rudgea longiflora Benth."	0	0	0	0	0	13	0	0
"12082"	"Rudgea loretensis Standl."	0	0	0	0	0	88	0	0
"12083"	"Rudgea major (Cham.) M??ll.Arg."	0	0	0	0	0	1	0	0
"12084"	"Rudgea mandevilliifolia Dwyer ex C.M.Taylor"	0	0	0	0	0	2	0	0
"12085"	"Rudgea martiana M??ll.Arg."	0	0	0	0	0	1	0	0
"12086"	"Rudgea maypurensis Standl."	0	0	0	0	0	14	0	0
"12087"	"Rudgea mazanensis Standl."	0	0	0	0	0	6	0	0
"12088"	"Rudgea mcphersonii Dwyer ex C.M.Taylor"	0	0	0	0	0	8	0	0
"12089"	"Rudgea mexiae Standl."	0	0	0	0	0	12	0	0
"12090"	"Rudgea micrantha M??ll.Arg."	0	0	0	0	0	1	0	0
"12091"	"Rudgea microcarpa (Ruiz & Pav.) Standl."	0	0	0	0	0	1	0	0
"12092"	"Rudgea minor (Cham.) Standl."	0	0	0	0	0	1	0	0
"12093"	"Rudgea minor subsp. calycina"	0	0	0	0	0	1	0	0
"12094"	"Rudgea monofructus G??mez-Laur. & Dwyer"	0	0	0	0	0	92	0	0
"12095"	"Rudgea myrsinifolia Benth."	0	0	0	0	0	1	0	0
"12096"	"Rudgea nebulicola Steyerm."	0	0	0	0	0	3	0	0
"12097"	"Rudgea nobilis M??ll.Arg."	0	0	0	0	0	3	0	0
"12098"	"Rudgea nodosa (Cham.) Benth."	0	0	0	0	0	3	0	0
"12099"	"Rudgea obesiflora Standl."	0	0	0	0	0	14	0	0
"12100"	"Rudgea obtusa Standl."	0	0	0	0	0	4	0	0
"12101"	"Rudgea palicoureoides (Mart.) M??ll.Arg."	0	0	0	0	0	21	0	0
"12102"	"Rudgea panamensis (Dwyer) C.M.Taylor"	0	0	0	0	0	3	0	0
"12103"	"Rudgea panurensis M??ll.Arg."	0	0	0	0	0	34	0	0
"12104"	"Rudgea parquioides (Cham.) M??ll.Arg."	0	0	0	0	0	16	0	0
"12105"	"Rudgea pendula Standl. ex Zappi"	0	0	0	0	0	13	0	0
"12106"	"Rudgea phaneroneura Steyerm."	0	0	0	0	0	1	0	0
"12107"	"Rudgea pittieri Standl."	0	0	0	0	0	67	0	0
"12108"	"Rudgea poeppigii K.Schum. ex Standl."	0	0	0	0	0	78	0	0
"12109"	"Rudgea prancei Steyerm."	0	0	0	0	0	1	0	0
"12110"	"Rudgea psychotriifolia Standl."	0	0	0	0	0	2	0	0
"12111"	"Rudgea racemosa Spreng."	0	0	0	0	0	3	0	0
"12112"	"Rudgea raveniana W.C.Burger"	0	0	0	0	0	113	0	0
"12113"	"Rudgea recurva M??ll.Arg."	0	0	0	0	0	26	0	0
"12114"	"Rudgea reducticalyx Dwyer"	0	0	0	0	0	189	0	0
"12115"	"Rudgea reticulata Benth."	0	0	0	0	0	1	0	0
"12116"	"Rudgea retifolia Standl."	0	0	0	0	0	5	0	0
"12117"	"Rudgea Salisb."	0	0	0	0	0	557	0	0
"12118"	"Rudgea sanarensis Steyerm."	0	0	0	0	0	4	0	0
"12119"	"Rudgea sanblasensis C.M.Taylor"	0	0	0	0	0	3	0	0
"12120"	"Rudgea sandemanii Sandwith"	0	0	0	0	0	4	0	0
"12121"	"Rudgea sclerocalyx (M??ll.Arg.) Zappi"	0	0	0	0	0	14	0	0
"12122"	"Rudgea sessiliflora Standl."	0	0	0	0	0	107	0	0
"12123"	"Rudgea sessilis (Vell.) M??ll.Arg."	0	0	0	0	0	6	0	0
"12124"	"Rudgea skutchii Standl."	0	0	0	0	0	145	0	0
"12125"	"Rudgea sororia Standl."	0	0	0	0	0	18	0	0
"12126"	"Rudgea spinigemma Zappi"	0	0	0	0	0	45	0	0
"12127"	"Rudgea sprucei Standl."	0	0	0	0	0	4	0	0
"12128"	"Rudgea standleyana Steyerm."	0	0	0	0	0	4	0	0
"12129"	"Rudgea stipulacea (DC.) Steyerm."	0	0	0	0	0	60	0	0
"12130"	"Rudgea subcordata M??ll.Arg."	0	0	0	0	0	3	0	0
"12131"	"Rudgea subsessilis Benth."	0	0	0	0	0	2	0	0
"12132"	"Rudgea tambillensis Zahlbr."	0	0	0	0	0	8	0	0
"12133"	"Rudgea tayloriae Aymard, Dorr & Cuello"	0	0	0	0	0	12	0	0
"12134"	"Rudgea tomentosa Rusby"	0	0	0	0	0	23	0	0
"12135"	"Rudgea trianae Standl."	0	0	0	0	0	13	0	0
"12136"	"Rudgea trifurcata G??mez-Laur."	0	0	0	0	0	55	0	0
"12137"	"Rudgea trujilloi Steyerm."	0	0	0	0	0	1	0	0
"12138"	"Rudgea umbrosa M??ll.Arg."	0	0	0	0	0	4	0	0
"12139"	"Rudgea valida Rusby"	0	0	0	0	0	1	0	0
"12140"	"Rudgea vallis (Standl. ex Steyerm.) C.M.Taylor"	0	0	0	0	0	3	0	0
"12141"	"Rudgea vellerea M??ll.Arg."	0	0	0	0	0	2	0	0
"12142"	"Rudgea verticillata (Ruiz & Pav.) Spreng."	0	0	0	0	0	95	0	0
"12143"	"Rudgea viburnoides (Cham.) Benth."	0	0	1	0	0	123	0	0
"12144"	"Rudgea viburnoides subsp. megalocarpa"	0	0	0	0	0	35	0	0
"12145"	"Rudgea villiflora K.Schum. ex Standl."	0	0	0	0	0	2	0	0
"12146"	"Rudgea villosa Benth. ex Glaz."	0	0	0	0	0	9	0	0
"12147"	"Rudgea woronovii Standl. & Steyerm."	0	0	0	0	0	19	0	0
"12148"	"Rustia alba Delprete"	0	0	0	0	0	3	0	0
"12149"	"Rustia angustifolia K.Schum."	0	0	0	0	0	1	0	0
"12150"	"Rustia bilsana Delprete"	0	0	0	0	0	14	0	0
"12151"	"Rustia costaricensis (Standl.) Lorence"	0	0	0	0	0	39	0	0
"12152"	"Rustia dressleri Delprete"	0	0	0	0	0	6	0	0
"12153"	"Rustia formosa (Cham. & Schltdl.) Klotzsch"	0	0	0	0	0	11	0	0
"12154"	"Rustia gracilis K.Schum."	0	0	0	0	0	1	0	0
"12155"	"Rustia isernii Standl."	0	0	0	0	0	5	0	0
"12156"	"Rustia Klotzsch in Hayne, 1846"	0	0	0	0	0	10	0	0
"12157"	"Rustia occidentalis (Benth.) Hemsl."	0	0	0	0	0	150	0	0
"12158"	"Rustia rubra Standl. ex D.A.Simpson"	0	0	0	0	0	29	0	0
"12159"	"Rustia schunkeana Delprete"	0	0	0	0	0	11	0	0
"12160"	"Rustia splendens (H.Karst.) Standl."	0	0	0	0	0	2	0	0
"12161"	"Rustia thibaudioides (H.Karst.) Delprete"	0	0	0	0	0	4	0	0
"12162"	"Rustia viridiflora Delprete"	0	0	0	0	0	3	0	0
"12163"	"Rutidea DC."	0	0	93	0	0	0	0	0
"12164"	"Rutidea decorticata Hiern"	0	0	99	0	0	0	0	0
"12165"	"Rutidea dupuisii De Wild."	0	0	49	0	0	0	0	0
"12166"	"Rutidea dupuisii subsp. dupuisii"	0	0	8	0	0	0	0	0
"12167"	"Rutidea dupuisii subsp. occidentalis"	0	0	10	0	0	0	0	0
"12168"	"Rutidea ferruginea Hiern"	0	0	4	0	0	0	0	0
"12169"	"Rutidea fuscescens Hiern"	0	0	10	0	0	0	0	0
"12170"	"Rutidea fuscescens subsp. bracteata"	0	0	5	0	0	0	0	0
"12171"	"Rutidea fuscescens subsp. fuscescens"	0	0	30	0	0	0	0	0
"12172"	"Rutidea glabra Hiern"	0	0	43	0	0	0	0	0
"12173"	"Rutidea gracilis subsp. gracilis"	0	0	2	0	0	0	0	0
"12174"	"Rutidea gracilis subsp. makokouensis Bridson"	0	0	3	0	0	0	0	0
"12175"	"Rutidea hirsuta Hiern"	0	0	8	0	0	0	0	0
"12176"	"Rutidea hispida Hiern"	0	0	38	0	0	0	0	0
"12177"	"Rutidea insculpta Mildbr. ex Bridson"	0	0	11	0	0	0	0	0
"12178"	"Rutidea lujae De Wild."	0	0	2	0	0	0	0	0
"12179"	"Rutidea membranacea Hiern"	0	0	108	0	0	0	0	0
"12180"	"Rutidea nigerica Bridson"	0	0	13	0	0	0	0	0
"12181"	"Rutidea olenotricha Hiern"	0	0	88	0	0	0	0	0
"12182"	"Rutidea orientalis Bridson"	0	0	63	0	0	0	0	0
"12183"	"Rutidea parviflora DC."	0	0	110	0	0	0	0	0
"12184"	"Rutidea pavettoides Wernham"	0	0	2	0	0	0	0	0
"12185"	"Rutidea rufipilis Hiern"	0	0	9	0	0	0	0	0
"12186"	"Rutidea seretii De Wild."	0	0	27	0	0	0	0	0
"12187"	"Rutidea smithii Hiern"	0	0	151	0	0	0	0	0
"12188"	"Rutidea smithii subsp. smithii"	0	0	12	0	0	0	0	0
"12189"	"Rutidea smithii subsp. submontana"	0	0	2	0	0	0	0	0
"12190"	"Rutidea vanderystii Wernham"	0	0	3	0	0	0	0	0
"12191"	"Rytigynia acuminatissima (K.Schum.) Robyns"	0	0	1	0	0	0	0	0
"12192"	"Rytigynia acuminatissima subsp. acuminatissima"	0	0	3	0	0	0	0	0
"12193"	"Rytigynia acuminatissima subsp. pedunculata"	0	0	7	0	0	0	0	0
"12194"	"Rytigynia adenodonta (K.Schum.) Robyns"	0	0	4	0	0	0	0	0
"12195"	"Rytigynia adenodonta var. adenodonta"	0	0	10	0	0	0	0	0
"12196"	"Rytigynia adenodonta var. reticulata"	0	0	24	0	0	0	0	0
"12197"	"Rytigynia affinis (Robyns) Hepper"	0	0	12	0	0	0	0	0
"12198"	"Rytigynia amaniensis (K.Krause) Bullock"	0	0	3	0	0	0	0	0
"12199"	"Rytigynia bagshawei (S.Moore) Robyns"	0	0	2	0	0	0	0	0
"12200"	"Rytigynia bagshawei var. bagshawei"	0	0	3	0	0	0	0	0
"12201"	"Rytigynia bagshawei var. lebrunii"	0	0	9	0	0	0	0	0
"12202"	"Rytigynia beniensis (De Wild.) Robyns"	0	0	3	0	0	0	0	0
"12203"	"Rytigynia binata (K.Schum.) Robyns"	0	0	13	0	0	0	0	0
"12204"	"Rytigynia Blume"	0	0	221	0	0	0	0	0
"12205"	"Rytigynia bomiliensis (De Wild.) Robyns"	0	0	2	0	0	0	0	0
"12206"	"Rytigynia bridsoniae subsp. bridsoniae"	0	0	5	0	0	0	0	0
"12207"	"Rytigynia bridsoniae subsp. kahuzica"	0	0	10	0	0	0	0	0
"12208"	"Rytigynia bridsoniae Verdc."	0	0	1	0	0	0	0	0
"12209"	"Rytigynia bugoyensis (K.Krause) Verdc."	0	0	2	0	0	0	0	0
"12210"	"Rytigynia bugoyensis subsp. bugoyensis"	0	0	4	0	0	0	0	0
"12211"	"Rytigynia bugoyensis subsp. glabriflora"	0	0	18	0	0	0	0	0
"12212"	"Rytigynia canthioides (Benth.) Robyns"	0	0	114	0	0	0	0	0
"12213"	"Rytigynia castanea Robyns"	0	0	1	0	0	0	0	0
"12214"	"Rytigynia caudatissima Verdc."	0	0	7	0	0	0	0	0
"12215"	"Rytigynia celastroides (Baill.) Verdc."	0	0	19	0	0	0	0	0
"12216"	"Rytigynia celastroides var. australis"	0	0	2	0	0	0	0	0
"12217"	"Rytigynia celastroides var. celastroides"	0	0	37	0	0	0	0	0
"12218"	"Rytigynia celastroides var. nuda"	0	0	6	0	0	0	0	0
"12219"	"Rytigynia claessensii (De Wild.) Robyns"	0	0	1	0	0	0	0	0
"12220"	"Rytigynia dasyothamnus (K.Schum.) Robyns"	0	0	10	0	0	0	0	0
"12221"	"Rytigynia decussata (K.Schum.) Robyns"	0	0	23	0	0	0	0	0
"12222"	"Rytigynia demeusei (De Wild.) Robyns"	0	0	6	0	0	0	0	0
"12223"	"Rytigynia dewevrei (De Wild. & T.Durand) Robyns"	0	0	17	0	0	0	0	0
"12224"	"Rytigynia dichasialis Lantz & Gereau"	0	0	1	0	0	0	0	0
"12225"	"Rytigynia dubiosa (De Wild.) Robyns"	0	0	9	0	0	0	0	0
"12226"	"Rytigynia eickii (K.Schum. & K.Krause) Bullock"	0	0	19	0	0	0	0	0
"12227"	"Rytigynia erythroxyloides (Baill.) A.P.Davis & Govaerts"	0	0	3	0	0	0	0	0
"12228"	"Rytigynia flavida Robyns"	0	0	5	0	0	0	0	0
"12229"	"Rytigynia fuscosetulosa Verdc."	0	0	13	0	0	0	0	0
"12230"	"Rytigynia glabra (K.Schum.) Robyns"	0	0	4	0	0	0	0	0
"12231"	"Rytigynia glabrifolia (De Wild.) Robyns"	0	0	1	0	0	0	0	0
"12232"	"Rytigynia gracilipetiolata (De Wild.) Robyns"	0	0	24	0	0	0	0	0
"12233"	"Rytigynia griseovelutina Verdc."	0	0	1	0	0	0	0	0
"12234"	"Rytigynia hirsutiflora Verdc."	0	0	6	0	0	0	0	0
"12235"	"Rytigynia humbertii Cavaco"	0	0	14	0	0	0	0	0
"12236"	"Rytigynia ignobilis Verdc."	0	0	1	0	0	0	0	0
"12237"	"Rytigynia kiwuensis (K.Krause) Robyns"	0	0	4	0	0	0	0	0
"12238"	"Rytigynia laurentii (De Wild.) Robyns"	0	0	8	0	0	0	0	0
"12239"	"Rytigynia lecomtei Robyns"	0	0	6	0	0	0	0	0
"12240"	"Rytigynia leonensis (K.Schum.) Robyns"	0	0	2	0	0	0	0	0
"12241"	"Rytigynia lewisii Tennant"	0	0	4	0	0	0	0	0
"12242"	"Rytigynia liberica Robyns"	0	0	2	0	0	0	0	0
"12243"	"Rytigynia lichenoxenos (K.Schum.) Robyns"	0	0	13	0	0	0	0	0
"12244"	"Rytigynia lichenoxenos subsp. glabrituba"	0	0	14	0	0	0	0	0
"12245"	"Rytigynia lichenoxenos subsp. lichenoxenos (K.Schum.) Robyns"	0	0	3	0	0	0	0	0
"12246"	"Rytigynia longicaudata Verdc."	0	0	10	0	0	0	0	0
"12247"	"Rytigynia longipedicellata Verdc."	0	0	10	0	0	0	0	0
"12248"	"Rytigynia longituba Verdc."	0	0	4	0	0	0	0	0
"12249"	"Rytigynia loranthifolia (K.Schum.) Robyns"	0	0	1	0	0	0	0	0
"12250"	"Rytigynia madagascariensis Homolle ex Cavaco"	0	0	3	0	0	0	0	0
"12251"	"Rytigynia membranacea (Hiern) Robyns"	0	0	35	0	0	0	0	0
"12252"	"Rytigynia monantha (K.Schum.) Robyns"	0	0	7	0	0	0	0	0
"12253"	"Rytigynia monantha var. lusakati"	0	0	2	0	0	0	0	0
"12254"	"Rytigynia monantha var. monantha"	0	0	5	0	0	0	0	0
"12255"	"Rytigynia mutabilis Robyns"	0	0	3	0	0	0	0	0
