Data Publisher	Dataset	Dataset Rights	Scientific name	Scientific name (interpreted)	Latitude	Longitude	GBIF portal url	
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Asclepias similis Hemsl.	Asclepias similis Hemsl.			http://data.gbif.org/occurrences/231245303
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Callichilia monopodialis (K.Schum.) Stapf	Callichilia monopodialis (K.Schum.) Stapf			http://data.gbif.org/occurrences/231265411
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Chilocarpus conspicuus (Steen.) Markgr.	Chilocarpus conspicuus (Steen.) Markgr.			http://data.gbif.org/occurrences/231272870
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Chilocarpus rostratus Markgr.	Chilocarpus rostratus Markgr.			http://data.gbif.org/occurrences/231272934
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Cynanchum riometense Sundell	Cynanchum riometense Sundell			http://data.gbif.org/occurrences/231282988
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Forsteronia velloziana (A.DC.) Woodson	Forsteronia velloziana (A.DC.) Woodson			http://data.gbif.org/occurrences/231309241
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Gonolobus antennatus Schltr.	Gonolobus antennatus Schltr.			http://data.gbif.org/occurrences/231313073
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Hancornia pubescens Nees & Mart. var. gardneri A.DC.	Hancornia pubescens var. gardneri A.DC.			http://data.gbif.org/occurrences/231315053
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Mandevilla tenuifolia (J.C.Mikan) Woodson	Mandevilla tenuifolia (J.C.Mikan) Woodson			http://data.gbif.org/occurrences/231341716
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Mandevilla congesta (H.B. & K.) Woodson	Mandevilla congesta (H.B. & K.) Woodson			http://data.gbif.org/occurrences/231341780
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Marsdenia vinciflora Griseb.	Marsdenia vinciflora Griseb.			http://data.gbif.org/occurrences/231343363
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Matelea stenopetala Sandwith	Matelea stenopetala Sandwith			http://data.gbif.org/occurrences/231343632
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Molongum lucidum (Kunth) Zarucchi	Molongum lucidum (Kunth) Zarucchi			http://data.gbif.org/occurrences/231349918
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Rauvolfia polyphylla Benth.	Rauvolfia polyphylla Benth.			http://data.gbif.org/occurrences/231377139
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Rauvolfia blanchetii A.DC.	Rauvolfia blanchetii A.DC.			http://data.gbif.org/occurrences/231823647
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Picralima nitida (Stapf) T.Durand & H.Durand	Picralima nitida (Stapf) T.Durand & H.Durand			http://data.gbif.org/occurrences/298281757
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Prestonia lindleyana Woodson	Prestonia lindleyana Woodson			http://data.gbif.org/occurrences/298717594
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Prestonia quinquangularis (Jacq.) Spreng.	Prestonia quinquangularis (Jacq.) Spreng.			http://data.gbif.org/occurrences/298718004
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Prestonia trifida (Poepp.) Woodson	Prestonia trifida (Poepp.) Woodson			http://data.gbif.org/occurrences/298718132
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Rauvolfia mannii Stapf	Rauvolfia mannii Stapf			http://data.gbif.org/occurrences/298910138
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Ceropegia sandersonii Decne. ex Hook. f.	Ceropegia sandersonii Decne. ex Hook.			http://data.gbif.org/occurrences/234369131
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Gomphocarpus sinaicus Hochst.	Gomphocarpus sinaicus Hochst.			http://data.gbif.org/occurrences/234381370
Korea National Arboretum (Korea Forest Service)	Plant	GBIF Data Sharing Agreement is applied.  GBIF Data Use Agreement is applied.	Tylophora floribunda Miq.	Tylophora floribunda Miq.			http://data.gbif.org/occurrences/234918563
Comisión nacional para el conocimiento y uso de la biodiversidad	Repatriación de datos del Herbario de Arizona (ARIZ)		Metastelma minutiflorum Wiggins, 1940	Metastelma minutiflorum Wiggins, 1940			http://data.gbif.org/occurrences/236189863
Taiwan Forestry Research Institute	Herbarium of Taiwan Forestry Research Institute	Usage of Taiwan Forestry Research Institute.	Trachelospermum lanyuense C. E. Chang	Trachelospermum lanyuense C. E. Chang			http://data.gbif.org/occurrences/237193185
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Asclepias curassavica L.	Asclepias curassavica L.			http://data.gbif.org/occurrences/237557973
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Stapelia grandiflora Masson	Stapelia grandiflora Masson			http://data.gbif.org/occurrences/237612062
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Tabernaemontana pandacaqui	Tabernaemontana pandacaqui			http://data.gbif.org/occurrences/237613440
National Museum of Nature and Science, Japan	Vascular plant specimens of Akita Prefectural Museum		Cynanchum paniculatum (Bunge) Kitag.	Cynanchum paniculatum (Bunge) Kitag.			http://data.gbif.org/occurrences/237733037
National Museum of Nature and Science, Japan	Vascular plant specimens of Akita Prefectural Museum		Cynanchum paniculatum (Bunge) Kitag.	Cynanchum paniculatum (Bunge) Kitag.			http://data.gbif.org/occurrences/237733101
National Museum of Nature and Science, Japan	Vascular plant specimens of Akita Prefectural Museum		Metaplexis japonica (Thunb.) Makino	Metaplexis japonica (Thunb.) Makino			http://data.gbif.org/occurrences/237737676
National Museum of Nature and Science, Japan	FKSE-Herbarium specimens of Faculty of Symbiotic Systems Science, Fukushima University, Japan		Trachelospermum asiaticum (Siebold et Zucc.) Nakai	Trachelospermum asiaticum (Siebold & Zucc.) Nakai			http://data.gbif.org/occurrences/238100978
Herbaria of the University and ETH Zürich (Z+ZT)	Herbaria of the University and ETH Zürich	Herbarium of the University of Zurich	Alstonia costata G.Forst.	Alstonia costata G.Forst.			http://data.gbif.org/occurrences/238951196
Herbaria of the University and ETH Zürich (Z+ZT)	Herbaria of the University and ETH Zürich	Herbarium of the University of Zurich	Alstonia legouixiae Van Heurck & Muell.Arg.	Alstonia legouixiae Van Heurck & Muell.Arg.			http://data.gbif.org/occurrences/238951260
Herbaria of the University and ETH Zürich (Z+ZT)	Herbaria of the University and ETH Zürich	Herbarium of the University of Zurich	Kopsia tenuis Leenh. & Steenis (1929)	Kopsia tenuis (Leenh. & Steenis, 1929)			http://data.gbif.org/occurrences/238984908
Herbaria of the University and ETH Zürich (Z+ZT)	Herbaria of the University and ETH Zürich	Herbarium of the University of Zurich	Marsdenia nigriflora Guillaumin	Marsdenia nigriflora Guillaumin			http://data.gbif.org/occurrences/238988535
Herbaria of the University and ETH Zürich (Z+ZT)	Herbaria of the University and ETH Zürich	Herbarium of the University of Zurich	Odontadenia schippii Woodson (1934)	Odontadenia schippii (Woodson, 1934)			http://data.gbif.org/occurrences/238993046
Herbaria of the University and ETH Zürich (Z+ZT)	Herbaria of the University and ETH Zürich	Herbarium of the University of Zurich	Pagiantha cerifera Pancher & Sébert	Pagiantha cerifera Pancher & Sébert			http://data.gbif.org/occurrences/238995026
Arizona State University, Global Institute for Sustainability	Arizona State University Vascular Plant Herbarium		Asclepias asperula	Asclepias asperula			http://data.gbif.org/occurrences/239342462
Arizona State University, Global Institute for Sustainability	Arizona State University Vascular Plant Herbarium		Aspidosperma tomentosum	Aspidosperma tomentosum			http://data.gbif.org/occurrences/239342667
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Apocynum cannabinum L.	Apocynum cannabinum L.			http://data.gbif.org/occurrences/240709227
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Apocynum cannabinum L.	Apocynum cannabinum L.			http://data.gbif.org/occurrences/240709432
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Apocynum cannabinum L.	Apocynum cannabinum L.			http://data.gbif.org/occurrences/240709496
National Museum of Natural History, Smithsonian Institution	NMNH Botany Collections	See: http://www.mnh.si.edu/rc/db/2data_access_policy.html	Amsonia hirtella	Amsonia hirtella			http://data.gbif.org/occurrences/243095923
National Museum of Natural History, Smithsonian Institution	NMNH Botany Collections	See: http://www.mnh.si.edu/rc/db/2data_access_policy.html	Aspidosperma sp.	Aspidosperma			http://data.gbif.org/occurrences/243118216
National Museum of Natural History, Smithsonian Institution	NMNH Botany Collections	See: http://www.mnh.si.edu/rc/db/2data_access_policy.html	Hoya diversifolia	Hoya diversifolia			http://data.gbif.org/occurrences/243389411
National Museum of Natural History, Smithsonian Institution	NMNH Botany Collections	See: http://www.mnh.si.edu/rc/db/2data_access_policy.html	Indet. sp.	Indet			http://data.gbif.org/occurrences/243397613
National Museum of Natural History, Smithsonian Institution	NMNH Botany Collections	See: http://www.mnh.si.edu/rc/db/2data_access_policy.html	Metastelma campanulatum	Metastelma campanulatum			http://data.gbif.org/occurrences/243453618
National Museum of Natural History, Smithsonian Institution	NMNH Botany Collections	See: http://www.mnh.si.edu/rc/db/2data_access_policy.html	Metastelma decipiens	Metastelma decipiens			http://data.gbif.org/occurrences/243454092
National Museum of Natural History, Smithsonian Institution	NMNH Botany Collections	See: http://www.mnh.si.edu/rc/db/2data_access_policy.html	Odontadenia augusta	Odontadenia augusta			http://data.gbif.org/occurrences/243498191
Berkeley Natural History Museums	UCBG TAPIR Provider		Pachypodium namaquanum (Wyley ex Harv.) Welw.	Pachypodium namaquanum (Wyley ex Harv.) Welw.			http://data.gbif.org/occurrences/311133038
Berkeley Natural History Museums	UCBG TAPIR Provider		Vincetoxicum hirundinaria Medik. subsp. glaucum (Wall. ex Wight) H. Hara	Vincetoxicum hirundinaria subsp. glaucum (Wall. ex Wight) H. Hara			http://data.gbif.org/occurrences/311134652
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Allamanda angustifolia Pohl	Allamanda angustifolia Pohl			http://data.gbif.org/occurrences/250479954
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Geissospermum argenteum Woodson	Geissospermum argenteum Woodson			http://data.gbif.org/occurrences/250519414
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Strophanthus barteri Franch.	Strophanthus barteri Franch.			http://data.gbif.org/occurrences/250541771
