Data Publisher	Dataset	Dataset Rights	Scientific name	Scientific name (interpreted)	Latitude	Longitude	GBIF portal url	
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Asclepias tuberosa L.	Asclepias tuberosa L.			http://data.gbif.org/occurrences/168511725
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Asclepias speciosa Torr.	Asclepias speciosa Torr.			http://data.gbif.org/occurrences/168511930
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Asclepias variegata L.	Asclepias variegata L.			http://data.gbif.org/occurrences/168511994
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Asclepias tuberosa L.	Asclepias tuberosa L.			http://data.gbif.org/occurrences/168512135
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Asclepias tuberosa L. ssp. interior Woods.	Asclepias tuberosa subsp. interior Woods.			http://data.gbif.org/occurrences/168512199
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Asclepias tuberosa L.	Asclepias tuberosa L.			http://data.gbif.org/occurrences/168512404
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Asclepias verticillata L.	Asclepias verticillata L.			http://data.gbif.org/occurrences/168512468
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Asclepias viridiflora Raf.	Asclepias viridiflora Raf.			http://data.gbif.org/occurrences/168513577
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Asclepias viridis Walt.	Asclepias viridis Walt.			http://data.gbif.org/occurrences/168513641
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Asclepias viridiflora Raf.	Asclepias viridiflora Raf.			http://data.gbif.org/occurrences/168513910
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Gonolobus gonocarpos (Walt.) Perry	Gonolobus gonocarpos (Walt.) Perry			http://data.gbif.org/occurrences/168619967
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Vinca major L.	Vinca major L.			http://data.gbif.org/occurrences/168833856
University of Tennessee, Knoxville	EKY_Darwincore	No restrictions.	Apocynum androsaemifolium L.	Apocynum androsaemifolium L.			http://data.gbif.org/occurrences/172301288
University of Tennessee, Knoxville	EKY_Darwincore	No restrictions.	Asclepias incarnata L.	Asclepias incarnata L.			http://data.gbif.org/occurrences/172301762
University of Tennessee, Knoxville	EKY_Darwincore	No restrictions.	Asclepias incarnata L.	Asclepias incarnata L.			http://data.gbif.org/occurrences/172301967
University of Tennessee, Knoxville	EKY_Darwincore	No restrictions.	Asclepias syriaca L.	Asclepias syriaca L.			http://data.gbif.org/occurrences/172302236
University of Tennessee, Knoxville	EKY_Darwincore	No restrictions.	Vinca minor L.	Vinca minor L.			http://data.gbif.org/occurrences/172323440
University of Tennessee, Knoxville	MISS_DC_01MAR2006	No restrictions.	Asclepias longifolia Michx.	Asclepias longifolia Michx.			http://data.gbif.org/occurrences/172327477
University of Tennessee, Knoxville	MISS_DC_01MAR2006	No restrictions.	Asclepias tuberosa L. ssp. interior Woods.	Asclepias tuberosa subsp. interior Woods.			http://data.gbif.org/occurrences/172327682
University of Tennessee, Knoxville	MISS_DC_01MAR2006	No restrictions.	Asclepias variegata L.	Asclepias variegata L.			http://data.gbif.org/occurrences/172327746
University of Tennessee, Knoxville	MISS_DC_01MAR2006	No restrictions.	Matelea obliqua (Jacq.) Woods.	Matelea obliqua (Jacq.) Woods.			http://data.gbif.org/occurrences/172355710
University of Tennessee, Knoxville	NCSU_Darwincore	No restrictions.	Asclepias incarnata L. ssp. pulchra (Ehrh. ex Willd.) Woodson	Asclepias incarnata subsp. pulchra (Ehrh. ex Willd.) Woodson			http://data.gbif.org/occurrences/172382168
University of Tennessee, Knoxville	NCSU_Darwincore	No restrictions.	Trachelospermum difforme (Walt.) A. Gray	Trachelospermum difforme (Walt.) A. Gray			http://data.gbif.org/occurrences/172389768
New Mexico Biodiversity Collections Consortium	New Mexico Biodiversity Collections Consortium database	NMBCC data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and NMBCC notified. NMBCC and its staff are not responsible for damages, injury, or loss due to the use of these data.	Apocynum androsaemifolium L. ssp. androsaemifolium	Apocynum androsaemifolium subsp. androsaemifolium			http://data.gbif.org/occurrences/174472653
New Mexico Biodiversity Collections Consortium	New Mexico Biodiversity Collections Consortium database	NMBCC data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and NMBCC notified. NMBCC and its staff are not responsible for damages, injury, or loss due to the use of these data.	Asclepias latifolia (Torr.) Raf.	Asclepias latifolia (Torr.) Raf.			http://data.gbif.org/occurrences/174478875
New Mexico Biodiversity Collections Consortium	New Mexico Biodiversity Collections Consortium database	NMBCC data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and NMBCC notified. NMBCC and its staff are not responsible for damages, injury, or loss due to the use of these data.	Asclepias oenotheroides Cham. & Schlecht.	Asclepias oenotheroides Cham. & Schlecht.			http://data.gbif.org/occurrences/174479779
New Mexico Biodiversity Collections Consortium	New Mexico Biodiversity Collections Consortium database	NMBCC data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and NMBCC notified. NMBCC and its staff are not responsible for damages, injury, or loss due to the use of these data.	Asclepias subverticillata (Gray) Vail	Asclepias subverticillata (Gray) Vail			http://data.gbif.org/occurrences/174479843
New Mexico Biodiversity Collections Consortium	New Mexico Biodiversity Collections Consortium database	NMBCC data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the written consent of the curator of the collection. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and NMBCC notified. NMBCC and its staff are not responsible for damages, injury, or loss due to the use of these data.	Sarcostemma cynanchoides var. cynanchoides	Sarcostemma cynanchoides var. cynanchoides			http://data.gbif.org/occurrences/174719716
University of Arizona Herbarium	UA Herbarium	ARIZ data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator, Collection Manager or Director of the University of Arizona Herbarium. If any of these records are used in an analysis, report or publication, the provenance of the original data must be acknowledged and the University of Arizona Herbarium notified. ARIZ or its staff are not responsible for damages, injury or loss due to the use of this data.	Asclepias atroviolacea	Asclepias atroviolacea			http://data.gbif.org/occurrences/174810714
Société Botanique de Franche-Comté/Conservatoire Botanique National de Franche-Comté	Taxa	TaxaSBFC/CBNFC	Vinca minor L.	Vinca minor L.			http://data.gbif.org/occurrences/175438367
Société Botanique de Franche-Comté/Conservatoire Botanique National de Franche-Comté	Taxa	TaxaSBFC/CBNFC	Vinca minor L.	Vinca minor L.			http://data.gbif.org/occurrences/175438431
National Museum of Nature and Science, Japan	Herbarium Specimens of Museum of Nature and Human Activities, Hyogo Prefecture, Japan		Anodendron affine (Hook. et Arn.) Druce	Anodendron affine (Hook. & Arn.) Druce			http://data.gbif.org/occurrences/177342120
National Museum of Nature and Science, Japan	Herbarium Specimens of Museum of Nature and Human Activities, Hyogo Prefecture, Japan		Trachelospermum asiaticum (Sieb. et Zucc.) Nakai var. asiaticum	Trachelospermum asiaticum var. asiaticum			http://data.gbif.org/occurrences/177386155
Botanic Garden and Botanical Museum Berlin-Dahlem	Herbarium Berolinense		Ochrosia glomerata Valeton	Ochrosia glomerata Valeton			http://data.gbif.org/occurrences/178140703
Conservatoire botanique national du Bassin parisien	Observations du Conservatoire botanique national du Bassin parisien.		Vinca minor L.	Vinca minor L.			http://data.gbif.org/occurrences/186676457
National Museum of Nature and Science, Japan	Vascular plants collection of Hiratsuka City Museum		Trachelospermum asiaticum (Siebold & Zucc.) Nakai	Trachelospermum asiaticum (Siebold & Zucc.) Nakai			http://data.gbif.org/occurrences/188252042
University of Arizona Herbarium	UA Herbarium	ARIZ data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator, Collection Manager or Director of the University of Arizona Herbarium. If any of these records are used in an analysis, report or publication, the provenance of the original data must be acknowledged and the University of Arizona Herbarium notified. ARIZ or its staff are not responsible for damages, injury or loss due to the use of this data.	Asclepias hypoleuca	Asclepias hypoleuca			http://data.gbif.org/occurrences/189489694
TELDAP	Institute of Ecology and Evolutionary Biology, National Taiwan University		Anodendron affine (Hook. & Arn.) Druce	Anodendron affine (Hook. & Arn.) Druce			http://data.gbif.org/occurrences/199358834
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Adenium obesum	Adenium obesum			http://data.gbif.org/occurrences/199986551
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Alafia alba	Alafia alba			http://data.gbif.org/occurrences/199993042
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Amsonia texana	Amsonia texana			http://data.gbif.org/occurrences/200004807
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Anechites nerium	Anechites nerium			http://data.gbif.org/occurrences/200006659
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Cabucala plectaneiifolia	Cabucala plectaneiifolia			http://data.gbif.org/occurrences/200048778
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Chilocarpus nigrescens	Chilocarpus nigrescens			http://data.gbif.org/occurrences/200100272
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Cynanchum acutum	Cynanchum acutum			http://data.gbif.org/occurrences/200120034
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Himatanthus semilunatus	Himatanthus semilunatus			http://data.gbif.org/occurrences/200250428
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Kopsia fruticosa	Kopsia fruticosa			http://data.gbif.org/occurrences/200270933
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Laxoplumeria sp.	Laxoplumeria			http://data.gbif.org/occurrences/200276476
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Oncinotis campanulata	Oncinotis campanulata			http://data.gbif.org/occurrences/200330027
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Oxypetalum oliganthum	Oxypetalum oliganthum			http://data.gbif.org/occurrences/200336108
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Oxypetalum capitatum	Oxypetalum capitatum			http://data.gbif.org/occurrences/200336313
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Pachypodium densiflorum	Pachypodium densiflorum			http://data.gbif.org/occurrences/200336518
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Parahancornia oblonga	Parahancornia oblonga			http://data.gbif.org/occurrences/200338293
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Rhazya stricta	Rhazya stricta			http://data.gbif.org/occurrences/200406332
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Skytanthus acutus	Skytanthus acutus			http://data.gbif.org/occurrences/200452757
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Thevetia neriifolia	Thevetia neriifolia			http://data.gbif.org/occurrences/200532625
GBIF-Sweden	Phanerogamic Botanical Collections (S)		Apocynum russanovii	Apocynum russanovii			http://data.gbif.org/occurrences/200536457
Herbaria of the University and ETH Zürich (Z+ZT)	Sukkulentensammlung Zürich		Caralluma vibratilis E. A. Bruce & P. R. O. Bally (1941)	Caralluma vibratilis (E. A. Bruce & P. R. O. Bally, 1941)			http://data.gbif.org/occurrences/202143697
Herbaria of the University and ETH Zürich (Z+ZT)	Sukkulentensammlung Zürich		Cynanchum  sp.  (1753)	Cynanchum			http://data.gbif.org/occurrences/202155667
Herbaria of the University and ETH Zürich (Z+ZT)	Sukkulentensammlung Zürich		Duvalia reclinata (Masson) Haworth (1812)	Duvalia reclinata			http://data.gbif.org/occurrences/202163126
Herbaria of the University and ETH Zürich (Z+ZT)	Sukkulentensammlung Zürich		Lavrania picta ssp. picta	Lavrania picta subsp. picta			http://data.gbif.org/occurrences/202201951
Yale University Peabody Museum	Peabody Paleobotany DiGIR Service	Peabody Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the museum. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Peabody notified. Yale University and the Peabody Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	Apocynophyllum palustrum	Apocynophyllum palustrum			http://data.gbif.org/occurrences/202601496
Yale University Peabody Museum	Peabody Paleobotany DiGIR Service	Peabody Museum data records may be used by individual researchers or research groups, but they may not be repackaged, resold, or redistributed in any form without the express written consent of a curatorial staff member of the museum. If any of these records are used in an analysis or report, the provenance of the original data must be acknowledged and the Peabody notified. Yale University and the Peabody Museum of Natural History and its staff are not responsible for damages, injury or loss due to the use of these data.	Rauwolfia nitida	Rauwolfia nitida			http://data.gbif.org/occurrences/202656617
Oklahoma Vascular Plants Database Provider	Oklahoma Vascular Plants Database Provider		Matelea gonocarpos (Walt.) Shinners	Matelea gonocarpos (Walt.) Shinners			http://data.gbif.org/occurrences/203599006
National Museum of Nature and Science, Japan	Plant Specimens of Kurashiki Museum of Natural History		Trachelospermum asiaticum (Sieb. et Zucc.) Nakai	Trachelospermum asiaticum (Sieb. & Zucc.) Nakai			http://data.gbif.org/occurrences/204295525
TELDAP	Herbarium, Biodiversity Research Center, Academia Sinica, Taipei		Cynanchum taiwanianum Yamazaki	Cynanchum taiwanianum Yamazaki			http://data.gbif.org/occurrences/207658053
TELDAP	Herbarium, Biodiversity Research Center, Academia Sinica, Taipei		Tylophora ovata (Lindl.) Hook. ex Steud.	Tylophora ovata (Lindl.) Hook. ex Steud.			http://data.gbif.org/occurrences/207703735
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Asclepias meadii	Asclepias meadii			http://data.gbif.org/occurrences/210054803
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Asclepias meadii	Asclepias meadii			http://data.gbif.org/occurrences/210054867
NatureServe	NatureServe Network Species Occurrence Data	These data are made available by NatureServe with permission of the relevant natural heritage programs and conservation data centers (http://www.natureserve.org/visitLocal/index.jsp), and use of these data is governed by the terms of NatureServe's data sharing agreements with these independent data custodians. These data are available for non-commercial conservation, educational, and research use, but may not be repackaged or redistributed in any form without written permission. Appropriate acknowledgment of NatureServe and its natural heritage program members should be made in any reports or other products derived from these data. NatureServe makes no warranty as to the currency, completeness, or accuracy of these data, and shall have no liability or responsibility to the data users, or any other person or entity with respect to any liability, loss, or damage caused or alleged to be caused directly or indirectly by the dataset.	Matelea parvifolia	Matelea parvifolia			http://data.gbif.org/occurrences/210201826
GBIF-Spain	Real Jardin Botanico (Madrid), Vascular Plant Herbarium (MA)	http://www.rjb.csic.es/herbario/crypto/crypcond.htm	Caralluma europaea (Guss.) N.E. Br.	Caralluma europaea (Guss.) N.E. Br.			http://data.gbif.org/occurrences/211307104
GBIF-Sweden	Botany (UPS)		Dipladenia xanthostoma v. major	Dipladenia xanthostoma var. major			http://data.gbif.org/occurrences/215228708
GBIF-Sweden	Botany (UPS)		Kopsia fruticosa	Kopsia fruticosa			http://data.gbif.org/occurrences/215293043
GBIF-Sweden	Botany (UPS)		Matelea hirsuta	Matelea hirsuta			http://data.gbif.org/occurrences/215325185
GBIF-Sweden	Botany (UPS)		Strophanthus gratus	Strophanthus gratus			http://data.gbif.org/occurrences/215453727
Instituto de Ciencias Naturales	Instituto de Ciencias Naturales		Allamanda cathartica	Allamanda cathartica			http://data.gbif.org/occurrences/216114413
Instituto de Ciencias Naturales	Instituto de Ciencias Naturales		Mandevilla congesta	Mandevilla congesta			http://data.gbif.org/occurrences/216180741
Instituto de Ciencias Naturales	Instituto de Ciencias Naturales		Odontadenia puncticulosa	Odontadenia puncticulosa			http://data.gbif.org/occurrences/216184842
Instituto de Ciencias Naturales	Instituto de Ciencias Naturales		Stemmadenia grandiflora	Stemmadenia grandiflora			http://data.gbif.org/occurrences/216202957
Instituto de Ciencias Naturales	Instituto de Ciencias Naturales		Tabernaemontana sananho	Tabernaemontana sananho			http://data.gbif.org/occurrences/216204130
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Amsonia latifolia M. E. Jones	Amsonia latifolia M. E. Jones			http://data.gbif.org/occurrences/216336440
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Apocynum cannabinum L.	Apocynum cannabinum L.			http://data.gbif.org/occurrences/216356471
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Asclepias incarnata L.	Asclepias incarnata L.			http://data.gbif.org/occurrences/216366999
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Asclepias meadii Torr. ex A. Gray	Asclepias meadii Torr. ex A. Gray			http://data.gbif.org/occurrences/216368172
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Asclepias mellodora A. St.-Hil. var. bodenbenderi (Kuntze) C. W. Bollwinkel	Asclepias mellodora var. bodenbenderi (Kuntze) C. W. Bollwinkel			http://data.gbif.org/occurrences/216368505
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Aspidosperma macrocarpon Mart.	Aspidosperma macrocarpon Mart.			http://data.gbif.org/occurrences/216370152
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Aspidosperma tomentosum Mart.	Aspidosperma tomentosum Mart.			http://data.gbif.org/occurrences/216370357
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Aspidosperma cylindrocarpon Müll. Arg.	Aspidosperma cylindrocarpon Müll. Arg.			http://data.gbif.org/occurrences/216370421
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Bonafousia prancei L. Allorge	Bonafousia prancei L. Allorge			http://data.gbif.org/occurrences/216428816
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Ceropegia papuana Schltr.	Ceropegia papuana Schltr.			http://data.gbif.org/occurrences/216501020
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Cryptostegia madagascariensis Bojer ex Decne.	Cryptostegia madagascariensis Bojer ex Decne.			http://data.gbif.org/occurrences/216559005
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Gonolobus leucodermis Rusby	Gonolobus leucodermis Rusby			http://data.gbif.org/occurrences/216704522
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Macrosiphonia velame (A. St.-Hil.) Müll. Arg.	Macrosiphonia velame (A. St.-Hil.) Müll. Arg.			http://data.gbif.org/occurrences/216850308
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Macrosiphonia velame (A. St.-Hil.) Müll. Arg.	Macrosiphonia velame (A. St.-Hil.) Müll. Arg.			http://data.gbif.org/occurrences/216850372
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Mandevilla immaculata Woodson	Mandevilla immaculata Woodson			http://data.gbif.org/occurrences/216852224
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Mandevilla illustris (Vell.) Woodson	Mandevilla illustris (Vell.) Woodson			http://data.gbif.org/occurrences/216852557
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Mandevilla spigeliiflora (Stadelm.) Woodson	Mandevilla spigeliiflora (Stadelm.) Woodson			http://data.gbif.org/occurrences/216853935
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Metastelma campanulatum Decne.	Metastelma campanulatum Decne.			http://data.gbif.org/occurrences/216871717
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Odontadenia funigera Woodson	Odontadenia funigera Woodson			http://data.gbif.org/occurrences/216924287
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Oxypetalum banksii Schult.	Oxypetalum banksii Schult.			http://data.gbif.org/occurrences/216947817
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Oxypetalum arnottianum H. Buek	Oxypetalum arnottianum H. Buek			http://data.gbif.org/occurrences/216948086
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Rauvolfia leucopoda K. Schum. ex Stapf	Rauvolfia leucopoda K. Schum. ex Stapf			http://data.gbif.org/occurrences/217147961
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Secondatia floribunda A. DC.	Secondatia floribunda A. DC.			http://data.gbif.org/occurrences/217205677
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Strophanthus scaber Pax	Strophanthus scaber Pax			http://data.gbif.org/occurrences/217288063
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Strophanthus amboensis (Schinz) Engl. & Pax	Strophanthus amboensis (Schinz) Engl. & Pax			http://data.gbif.org/occurrences/217288473
The New York Botanical Garden	Herbarium of The New York Botanical Garden		Tabernaemontana solanifolia A. DC.	Tabernaemontana solanifolia A. DC.			http://data.gbif.org/occurrences/217300571
University of Arizona Herbarium	UA Herbarium	ARIZ data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator, Collection Manager or Director of the University of Arizona Herbarium. If any of these records are used in an analysis, report or publication, the provenance of the original data must be acknowledged and the University of Arizona Herbarium notified. ARIZ or its staff are not responsible for damages, injury or loss due to the use of this data.	Marsdenia astephanoides	Marsdenia astephanoides			http://data.gbif.org/occurrences/217413280
University of Arizona Herbarium	UA Herbarium	ARIZ data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator, Collection Manager or Director of the University of Arizona Herbarium. If any of these records are used in an analysis, report or publication, the provenance of the original data must be acknowledged and the University of Arizona Herbarium notified. ARIZ or its staff are not responsible for damages, injury or loss due to the use of this data.	Marsdenia mexicana	Marsdenia mexicana			http://data.gbif.org/occurrences/217413344
University of Arizona Herbarium	UA Herbarium	ARIZ data records may be used by individual researchers or research groups for non-commercial purposes. These data may not be repackaged, resold, or redistributed in any form without the express written consent of the Curator, Collection Manager or Director of the University of Arizona Herbarium. If any of these records are used in an analysis, report or publication, the provenance of the original data must be acknowledged and the University of Arizona Herbarium notified. ARIZ or its staff are not responsible for damages, injury or loss due to the use of this data.	Sarcostemma clausum	Sarcostemma clausum			http://data.gbif.org/occurrences/217425378
GBIF-Spain	Fundación Biodiversidad, Real Jardín Botánico (CSIC): Anthos. Sistema de Información de las plantas de España	http://www.anthos.es/v22/page.php?page=intro	Vinca  difformis subsp.  Pourr.	Vinca difformis			http://data.gbif.org/occurrences/218729691
GBIF-Spain	Fundación Biodiversidad, Real Jardín Botánico (CSIC): Anthos. Sistema de Información de las plantas de España	http://www.anthos.es/v22/page.php?page=intro	Vinca  difformis subsp. difformis Pourret	Vinca difformis subsp. difformis Pourret			http://data.gbif.org/occurrences/218730595
South African National Biodiversity Institute	Southern Cape herbarium		Carissa bispinosa (L.) Desf. ex Brenan	Carissa bispinosa (L.) Desf. ex Brenan			http://data.gbif.org/occurrences/287008533
National Museum of Nature and Science, Japan	Plant Specimens of The Shimane Nature Museum of Mt. Sanbe		Cynanchum grandifolium Hemsl.	Cynanchum grandifolium Hemsl.			http://data.gbif.org/occurrences/287399927
National Museum of Nature and Science, Japan	Plant specimens depodited in Osaka Museum of Natural History, Japan.		Marsdenia tinctoria R. Br.	Marsdenia tinctoria R. Br.			http://data.gbif.org/occurrences/295147540
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Asclepias macropus (Schltr.) Schltr.	Asclepias macropus (Schltr.) Schltr.			http://data.gbif.org/occurrences/230625993
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Orbea subterranea (E.A.Bruce & P.R.O.Bally) Bruyns	Orbea subterranea (E.A.Bruce & P.R.O.Bally) Bruyns			http://data.gbif.org/occurrences/230629287
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Caralluma sp.	Caralluma			http://data.gbif.org/occurrences/230629351
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Caralluma flava	Caralluma flava			http://data.gbif.org/occurrences/230629556
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Cryptolepis obtusa N.E.Br.	Cryptolepis obtusa N.E.Br.			http://data.gbif.org/occurrences/230632010
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Cynanchum abyssinicum Decne	Cynanchum abyssinicum Decne			http://data.gbif.org/occurrences/230633452
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Cynanchum meyeri (Decne.) Schltr.	Cynanchum meyeri (Decne.) Schltr.			http://data.gbif.org/occurrences/230633926
Royal Botanic Gardens, Kew	Royal Botanic Gardens, Kew	http://www.kew.org/aboutus/legal.html	Gomphocarpus fruticosus (L.) W.T.Aiton subsp. decipiens (N.E.Br.) Goyder & Nicholas	Gomphocarpus fruticosus subsp. decipiens (N.E.Br.) Goyder & Nicholas			http://data.gbif.org/occurrences/230642397
Bioversity International	EURISCO, The European Genetic Resources Search Catalogue	You may access and use the Information only if you agree to and abide by the terms of this Agreement. Permission is granted to access and use the Information from this site, provided that:                 http://eurisco.ecpgr.org/_1About/9Legal/index.php. Copyright laws and treaty provisions protect information appearing on this site ('Information'). Bioversity International (former IPGRI) or the original provider of the Information holds the copyright on such information. None of the Information may be copied, reproduced, modified, published, up/downloaded, posted, retransmitted, sold, broadcast, circulated or distributed in any form or by any means other than as described below, or with prior written permission of the copyright holder, Bioversity International or the original provider.                 http://eurisco.ecpgr.org/_1About/9Legal/index.php.	Asclepias speciosa Torr.	Asclepias speciosa Torr.			http://data.gbif.org/occurrences/230673322
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Melodinus balansae Baill.	Melodinus balansae Baill.			http://data.gbif.org/occurrences/297045073
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Melodinus forbesii Fawc.	Melodinus forbesii Fawc.			http://data.gbif.org/occurrences/297045201
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Melodinus orientalis Blume	Melodinus orientalis Blume			http://data.gbif.org/occurrences/297045340
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Neisosperma oppositifolia Fosberg & Sachet	Neisosperma oppositifolia Fosberg & Sachet			http://data.gbif.org/occurrences/297270425
Netherlands Centre for Biodiversity Naturalis, section National Herbarium of the Netherlands	Nationaal Herbarium Nederland		Ochrosia glomerata Valeton	Ochrosia glomerata Valeton			http://data.gbif.org/occurrences/297357419
