"identifier"	"XCOOR"	"YCOOR"
"271"	"Species_9"	-44.3740984	-17.1617486
"272"	"Species_9"	-44.4	-19.283
"273"	"Species_9"	-44.4	-19.283
"274"	"Species_9"	-44.4	-19.283
"275"	"Species_9"	-44.4	-19.283
"276"	"Species_9"	-44.4	-19.283
"277"	"Species_9"	-44.4	-19.283
"278"	"Species_9"	-44.4079235	-19.2811475
"279"	"Species_9"	-44.4079235	-19.2811475
"280"	"Species_9"	-44.45	-18.75
"282"	"Species_9"	-44.467	-18.367
"283"	"Species_9"	-44.6442623	-21.4833333
"284"	"Species_9"	-44.8	-22.481694
"287"	"Species_9"	-44.983	-21.717
"288"	"Species_9"	-45.25	-21.233
"289"	"Species_9"	-45.767	-21.233
"290"	"Species_9"	-45.867	-23.117
"291"	"Species_9"	-46.1248634	-20.9696721
"292"	"Species_9"	-46.317	-14.05
"293"	"Species_9"	-46.368306	-20.2374317
"294"	"Species_9"	-46.368306	-20.2374317
"295"	"Species_9"	-46.368306	-20.2374317
"296"	"Species_9"	-46.368306	-20.2374317
"297"	"Species_9"	-46.383	-20.867
"298"	"Species_9"	-46.383	-21.933
"299"	"Species_9"	-46.417	-12.267
"300"	"Species_9"	-46.517	-19.5
"301"	"Species_9"	-46.766	-17.3
"302"	"Species_9"	-46.766	-17.3
"303"	"Species_9"	-46.8745902	-16.3259563
"304"	"Species_9"	-47	-15.8
"305"	"Species_9"	-47	-15.8
"306"	"Species_9"	-47.1	-22.9
"307"	"Species_9"	-47.116	-22.183
"308"	"Species_9"	-47.146694	-22.2656284
"309"	"Species_9"	-47.146694	-22.2656284
"310"	"Species_9"	-47.2601093	-23.5327869
"311"	"Species_9"	-47.417	-21.983
"312"	"Species_9"	-47.483	-20.25
"313"	"Species_9"	-47.5	-22.0333333
"314"	"Species_9"	-47.5	-13.8
"315"	"Species_9"	-47.517	-14.117
"316"	"Species_9"	-47.616	-16.766
"317"	"Species_9"	-47.616	-16.766
"318"	"Species_9"	-47.6669399	-15.6120219
"319"	"Species_9"	-47.7109836	-21.1875956
"320"	"Species_9"	-47.833	-15.8
"321"	"Species_9"	-47.85	-15.75
"322"	"Species_9"	-47.8666667	-15.8833333
"323"	"Species_9"	-47.8688525	-15.9510929
"324"	"Species_9"	-47.8693989	-15.9513661
"325"	"Species_9"	-47.8693989	-15.9513661
"326"	"Species_9"	-47.903	-15.981
"327"	"Species_9"	-47.903	-15.981
"328"	"Species_9"	-47.9444536	-15.9013661
"329"	"Species_9"	-47.95	-15.783
"330"	"Species_9"	-47.95	-15.783
"331"	"Species_9"	-47.95	-15.783
"332"	"Species_9"	-47.95	-16.267
"333"	"Species_9"	-47.95	-15.783
"334"	"Species_9"	-47.95	-15.783
"335"	"Species_9"	-47.95	-15.783
"336"	"Species_9"	-47.95	-15.783
"337"	"Species_9"	-47.95	-15.783
"338"	"Species_9"	-47.95	-15.783
"339"	"Species_9"	-47.95	-15.783
"340"	"Species_9"	-47.95	-15.783
"341"	"Species_9"	-47.95	-15.783
"342"	"Species_9"	-47.95	-19.783
"343"	"Species_9"	-47.95	-15.783
"344"	"Species_9"	-47.95	-15.783
"345"	"Species_9"	-47.95	-15.783
"346"	"Species_9"	-47.95	-15.783
"347"	"Species_9"	-47.95	-15.783
"348"	"Species_9"	-47.9538251	-15.8974044
"349"	"Species_9"	-47.9636612	-15.913388
"350"	"Species_9"	-47.9666667	-15.8
"351"	"Species_9"	-47.9666667	-15.8
"352"	"Species_9"	-47.9666667	-15.8
"353"	"Species_9"	-47.9666667	-15.8
"354"	"Species_9"	-47.9666667	-15.8
"355"	"Species_9"	-47.9666667	-15.8
"356"	"Species_9"	-47.9666667	-15.8
"357"	"Species_9"	-47.9666667	-15.8
"358"	"Species_9"	-47.9666667	-15.8
"359"	"Species_9"	-47.9666667	-15.8
"360"	"Species_9"	-47.9666667	-15.8
"361"	"Species_9"	-47.9666667	-15.931694
"362"	"Species_9"	-47.9666667	-15.8
"363"	"Species_9"	-47.9666667	-15.8
"364"	"Species_9"	-47.9666667	-15.8
"365"	"Species_9"	-47.9666667	-15.8
"366"	"Species_9"	-47.9666667	-15.8
"367"	"Species_9"	-47.9942623	-18.2480874
"368"	"Species_9"	-48	-18.15
"369"	"Species_9"	-48	-15
"370"	"Species_9"	-48.2625683	-18.9013661
"371"	"Species_9"	-48.416	-22.75
"372"	"Species_9"	-48.416	-22.75
"373"	"Species_9"	-48.4595628	-14.4617486
"374"	"Species_9"	-48.672231	-15.207623
"375"	"Species_9"	-48.816	-16.3
"376"	"Species_9"	-48.9147541	-19.2893443
"377"	"Species_9"	-48.917	-20.033
"378"	"Species_9"	-48.967	-15.783
"379"	"Species_9"	-48.967	-15.783
"380"	"Species_9"	-48.967	-16.317
"381"	"Species_9"	-49.417	-19.6
"382"	"Species_9"	-49.8307923	-18.1956831
"383"	"Species_9"	-49.833	-24.133
"384"	"Species_9"	-49.933	-10.567
"385"	"Species_9"	-49.933	-10.567
"386"	"Species_9"	-50.25	-11.5
"387"	"Species_9"	-50.3556011	-16.3278689
"388"	"Species_9"	-50.5481694	-14.8960929
"389"	"Species_9"	-50.8850273	-11.3863388
"390"	"Species_9"	-51.75	-11.283
"391"	"Species_9"	-51.766	-12.816
"392"	"Species_9"	-51.783	-17.2
"393"	"Species_9"	-51.8703552	-17.88786885
"394"	"Species_9"	-51.8703552	-17.8786885
"395"	"Species_9"	-51.8736066	-17.8744536
"396"	"Species_9"	-51.9549454	-17.8277596
"397"	"Species_9"	-51.9549454	-17.8277596
"398"	"Species_9"	-52	-13.5
"399"	"Species_9"	-52.25	-15.85
"400"	"Species_9"	-52.4245082	-14.5228142
"401"	"Species_9"	-52.75	-18.167
"402"	"Species_9"	-52.983	-21.617
"403"	"Species_9"	-53.167	-17.317
"404"	"Species_9"	-53.167	-17.317
"405"	"Species_9"	-54.3	-21.967
"406"	"Species_9"	-54.3	-21.967
"407"	"Species_9"	-55.2	-14.6
"408"	"Species_9"	-55.65	-22.45
"409"	"Species_9"	-55.8	-23.2666667
"410"	"Species_9"	-55.8	-23.2666667
"411"	"Species_9"	-55.804	-15.29
"412"	"Species_9"	-55.804	-15.29
"413"	"Species_9"	-55.804	-15.29
"414"	"Species_9"	-55.804	-15.29
"415"	"Species_9"	-55.867	-16.233
"416"	"Species_9"	-55.867	-16.233
"417"	"Species_9"	-55.933	-25.433
"418"	"Species_9"	-55.9833333	-22.6166667
"419"	"Species_9"	-55.9833333	-22.6166667
"420"	"Species_9"	-56.0333333	-24.8
"421"	"Species_9"	-56.083	-15.533
"422"	"Species_9"	-56.083	-15.533
"423"	"Species_9"	-56.083	-15.533
"424"	"Species_9"	-56.083	-15.533
"425"	"Species_9"	-56.083	-15.533
"426"	"Species_9"	-56.083	-15.533
"427"	"Species_9"	-56.083	-15.533
"428"	"Species_9"	-56.083	-15.533
"429"	"Species_9"	-56.083	-15.533
"430"	"Species_9"	-56.083	-15.533
"431"	"Species_9"	-56.083	-15.533
"432"	"Species_9"	-56.083	-15.533
"433"	"Species_9"	-56.083	-15.533
"434"	"Species_9"	-56.083	-15.533
"435"	"Species_9"	-56.133	-15.65
"436"	"Species_9"	-56.13333333	-23.33333333
"437"	"Species_9"	-56.166	-24.916
"438"	"Species_9"	-56.3	-14.416
"439"	"Species_9"	-57.683	-16.067
"440"	"Species_9"	-57.86861111	-19.18444444
"441"	"Species_9"	-58.85	-17.98333333
"442"	"Species_9"	-60.166	-12.75
"443"	"Species_9"	-60.166	-12.75
"444"	"Species_9"	-60.36666667	-14.8
"445"	"Species_9"	-60.3666667	-18.2166667
"446"	"Species_9"	-60.38611111	-14.82666667
"447"	"Species_9"	-60.38722222	-14.80472222
"448"	"Species_9"	-60.39277778	-14.80305556
"449"	"Species_9"	-60.39277778	-14.80305556
"450"	"Species_9"	-60.71666667	-13.98333333
"451"	"Species_9"	-60.76138889	-14.55833333
"452"	"Species_9"	-60.81444444	-13.90611111
"453"	"Species_9"	-61.05	-18.31666667
"454"	"Species_9"	-62.08333333	-16.25
"455"	"Species_10"	-47.95	-15.783
"456"	"Species_10"	-57.64	-19
"457"	"Species_11"	-39.3	-14.73
"459"	"Species_11"	-39.666	-16.716
"460"	"Species_11"	-40.066	-19.366
"461"	"Species_11"	-40.066	-19.366
"462"	"Species_11"	-40.066	-19.366
"463"	"Species_11"	-40.066	-19.366
"464"	"Species_11"	-40.066	-19.366
"465"	"Species_11"	-40.4	-18.7166667
"466"	"Species_11"	-40.5071038	-20.6461749
"467"	"Species_11"	-40.55	-19.5
"468"	"Species_11"	-41.4	-20.4
"469"	"Species_11"	-41.666	-22.25
"470"	"Species_11"	-41.666	-22.25
"471"	"Species_11"	-41.8	-22.35
"472"	"Species_11"	-42.016	-20.716
"473"	"Species_11"	-42.05	-22.85
"474"	"Species_11"	-42.05	-22.85
"475"	"Species_11"	-42.383	-22.65
"476"	"Species_11"	-42.5	-21.416
"478"	"Species_11"	-42.75	-22.367
"479"	"Species_11"	-42.817	-22.917
"480"	"Species_11"	-42.883	-20.75
"481"	"Species_11"	-42.883	-20.75
"482"	"Species_11"	-42.983	-22.45
"483"	"Species_11"	-43.2	-22.967
"484"	"Species_11"	-43.2	-22.967
"485"	"Species_11"	-43.2	-22.967
"486"	"Species_11"	-43.2	-22.983
"487"	"Species_11"	-43.2	-22.983
"488"	"Species_11"	-43.217	-22.967
"489"	"Species_11"	-43.217	-22.967
"490"	"Species_11"	-43.233	-22.983
"491"	"Species_11"	-43.283	-22.883
"492"	"Species_11"	-43.283	-22.883
"493"	"Species_11"	-43.283	-22.883
"494"	"Species_11"	-43.333	-21.75
"495"	"Species_11"	-43.3580556	-22.9427778
"496"	"Species_11"	-43.3580556	-22.9427778
"497"	"Species_11"	-43.3580556	-22.9427778
"498"	"Species_11"	-43.3580556	-22.9427778
"499"	"Species_11"	-43.3580556	-22.9427778
"500"	"Species_11"	-43.3580556	-22.9427778
"501"	"Species_11"	-43.3580556	-22.9427778
"502"	"Species_11"	-43.3580556	-22.9427778
"503"	"Species_11"	-43.383	-20.383
"504"	"Species_11"	-43.53	-21.63
"505"	"Species_11"	-43.533	-22.65
"506"	"Species_11"	-43.683	-19.166
"507"	"Species_11"	-43.683	-19.166
"508"	"Species_11"	-43.8833333	-19.6333333
"509"	"Species_11"	-43.8833333	-19.6333333
"510"	"Species_11"	-43.8833333	-19.6333333
"511"	"Species_11"	-43.8901639	-19.6273224
"512"	"Species_11"	-43.9	-19.9
"513"	"Species_11"	-43.9	-19.9
"514"	"Species_11"	-43.9	-19.9
"515"	"Species_11"	-43.9	-19.9
"516"	"Species_11"	-43.9	-19.9
"517"	"Species_11"	-44.233	-22.883
"518"	"Species_11"	-44.585	-22.659
"519"	"Species_11"	-44.633	-22.466
"520"	"Species_11"	-44.667	-22.717
"521"	"Species_11"	-44.983	-21.25
"522"	"Species_11"	-44.983	-21.25
"523"	"Species_11"	-45.017	-21.9
"524"	"Species_11"	-45.017	-21.9
"525"	"Species_11"	-45.417	-22.4
"526"	"Species_11"	-46	-23.583
"527"	"Species_11"	-46.317	-21.6
"528"	"Species_11"	-46.383	-21.933
"529"	"Species_11"	-46.383	-21.933
"530"	"Species_11"	-46.833333	-22.8666667
"531"	"Species_11"	-47.1	-22.9
"532"	"Species_11"	-47.1	-22.9
"533"	"Species_11"	-47.1	-22.9
"534"	"Species_11"	-47.1	-21.75
"535"	"Species_11"	-47.654	-22.553
"536"	"Species_11"	-47.707377	-15.4256831
"537"	"Species_11"	-47.8	-15.85
"538"	"Species_11"	-47.8180328	-15.6286885
"539"	"Species_11"	-47.847541	-15.8300546
"540"	"Species_11"	-47.883	-24.783
"541"	"Species_11"	-47.883	-24.783
"542"	"Species_11"	-47.883	-24.783
"543"	"Species_11"	-47.95	-15.783
"544"	"Species_11"	-47.95	-15.783
"545"	"Species_11"	-47.95	-15.783
"546"	"Species_11"	-47.95	-15.783
"547"	"Species_11"	-47.983	-15.666
"548"	"Species_11"	-47.983	-15.666
"549"	"Species_11"	-47.983	-15.666
"550"	"Species_11"	-47.988	-22.71
"551"	"Species_11"	-48.416	-22.75
"552"	"Species_11"	-48.5	-25.5166667
"553"	"Species_11"	-48.5087432	-25.515847
"554"	"Species_11"	-48.633	-25.883
"555"	"Species_11"	-48.683	-22.067
"556"	"Species_11"	-48.8166667	-25.46666667
"557"	"Species_11"	-48.8166667	-25.4666667
"558"	"Species_11"	-49.233	-25.283
"559"	"Species_11"	-49.383	-24.1
"560"	"Species_11"	-49.733	-24.25
"561"	"Species_11"	-50.917	-22.217
"562"	"Species_11"	-51.15	-22.75
"563"	"Species_11"	-52.4	-24.017
"564"	"Species_11"	-52.417	-22.583
"565"	"Species_11"	-52.517	-23.7
"566"	"Species_11"	-53.0601093	-22.5699454
"567"	"Species_11"	-54.057377	-23.5505464
"568"	"Species_11"	-54.35	-24.05
"569"	"Species_11"	-55.267	-23.05
"570"	"Species_11"	-55.5	-24.083
"571"	"Species_11"	-55.75	-20.45
"572"	"Species_11"	-55.966	-24.583
"573"	"Species_11"	-55.9833333	-22.6166667
"574"	"Species_11"	-55.9833333	-22.6166667
"575"	"Species_11"	-56.05	-22.65
"576"	"Species_11"	-56.0666667	-23.4833333
"577"	"Species_11"	-56.1333333	-23.3333333
"578"	"Species_11"	-56.8333333	-22.3166667
"579"	"Species_11"	-56.8333333	-22.3166667
"580"	"Species_11"	-57.533	-22.616
"581"	"Species_11"	-57.64	-19
"582"	"Species_11"	-57.64	-19
"583"	"Species_11"	-57.65	-19.016
"584"	"Species_11"	-58.0166667	-24.1666667
"585"	"Species_11"	-58.0333333	-22.1
"586"	"Species_11"	-60.75	-17.0833333
"587"	"Species_11"	-61.7833333	-17.0683333
"588"	"Species_11"	-67.58333333	-15.91666667
"589"	"Species_11"	-37.6167	-11.8167
"590"	"Species_11"	-37.7213115	-12.057322
"591"	"Species_11"	-39.0032787	-13.0333333
"592"	"Species_11"	-39.0240437	-14.9352459
"593"	"Species_11"	-39.0642077	-16.4396175
"594"	"Species_11"	-39.0696721	-15.2688525
"595"	"Species_11"	-43.2101093	-22.8054645
"596"	"Species_11"	-43.8172131	-22.9139344
"600"	"Species_12"	-74.805	-8.475
"601"	"Species_12"	-75.055	-6.746
"611"	"Species_12"	-76.8256831	5.31038251
"612"	"Species_12"	-77.083	3.983
"613"	"Species_12"	-77.133	3.933
"614"	"Species_12"	-77.166	6.083
"615"	"Species_12"	-77.2	3.916
"616"	"Species_12"	-77.2	3.916
"617"	"Species_12"	-77.2	3.916
"618"	"Species_12"	-77.2	3.916
"619"	"Species_12"	-77.216	6.1
"620"	"Species_12"	-77.283	8.183
"621"	"Species_12"	-77.339	3.425
"622"	"Species_12"	-77.35	6.266
"623"	"Species_12"	-77.366	4.95
"624"	"Species_12"	-77.381	4.359
"625"	"Species_12"	-77.416	4.25
"626"	"Species_12"	-77.433	4.3
"627"	"Species_12"	-77.533	3.08
"628"	"Species_12"	-77.633	7
"629"	"Species_12"	-77.633	7
"630"	"Species_12"	-77.716	8.133
"631"	"Species_12"	-77.716	7.933
"632"	"Species_12"	-77.966	7.3
"633"	"Species_12"	-78.76	1.558
"634"	"Species_12"	-78.815	1.798
"635"	"Species_12"	-78.815	1.798
"636"	"Species_12"	-78.815	1.798
"637"	"Species_12"	-78.815	1.798
"638"	"Species_12"	-78.815	1.798
"639"	"Species_12"	-78.815	1.798
"640"	"Species_12"	-78.8369444	1.2883333
"642"	"Species_12"	-78.9888889	1.0883333
"643"	"Species_12"	-79.01666667	1.166666667
"646"	"Species_12"	-79.366	-0.583
"647"	"Species_12"	-79.366	-0.35
"648"	"Species_12"	-79.366	-0.583
"649"	"Species_12"	-79.366	-0.583
"650"	"Species_12"	-79.36666667	0.233333333
"651"	"Species_12"	-79.45	-0.983333333
"652"	"Species_12"	-79.48333333	-0.9
"653"	"Species_12"	-79.616	0.9
"654"	"Species_12"	-79.6666667	-2.6833333
"655"	"Species_12"	-79.733	0.35
"656"	"Species_12"	-79.75	9.2166
"657"	"Species_12"	-79.8	-1.8666667
"658"	"Species_12"	-79.8166667	-3.3333333
"659"	"Species_12"	-79.8166667	-2.9166667
"660"	"Species_12"	-79.85	0.616
"661"	"Species_12"	-79.916	8.683
"662"	"Species_12"	-79.9166667	-3.6333333
"663"	"Species_12"	-80.033	0.783
"664"	"Species_12"	-80.133	8.6
"665"	"Species_12"	-80.133	-2.166
"666"	"Species_12"	-80.266	8.4
"667"	"Species_12"	-80.4666	8.7833
"668"	"Species_12"	-80.55	8.816
"669"	"Species_12"	-80.6	8.6333
"670"	"Species_12"	-80.7	-1.6
"671"	"Species_12"	-80.75	-1.666
"672"	"Species_12"	-83.8	11.0333
"673"	"Species_12"	-84.9958	10.6111
"674"	"Species_12"	-85.3938	10.8697
"675"	"Species_12"	-85.4	12.3
"676"	"Species_12"	-85.4277	10.9905
"677"	"Species_12"	-85.4833	10.8333
"678"	"Species_12"	-85.583	9.9708
"679"	"Species_12"	-85.6166	13.5
"680"	"Species_12"	-85.7333	13.0666
"681"	"Species_12"	-88.95	16.26666667
"682"	"Species_12"	-89.1361	16.3894
"683"	"Species_12"	-89.9333	13.8166
