SPECIES	XCOOR	YCOOR
Species_23	-92.265	14.906
Species_23	-40.75	-4.517
Species_23	-40.866	-14.9
Species_23	-41.35	-15.45
Species_23	-43.1	-5
Species_23	-44.25	-6.033
Species_23	-45.5	-7
Species_23	-45.9	-4.666
Species_23	-47.816	-6.816
Species_23	-50.166	-8.05
Species_23	-45.95	-4.083
Species_23	-46.1	-1.217
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-49.583	-0.03
Species_23	-49.916	-4.066
Species_23	-50	-1.7
Species_23	-50.5	-0.25
Species_23	-50.5	-0.25
Species_23	-50.783	-3.366
Species_23	-50.783	-3.366
Species_23	-51.117	2.917
Species_23	-51.767	3.9
Species_23	-51.9	-1.15
Species_23	-51.916	3.716
Species_23	-51.917	-2.65
Species_23	-52.016	3.666
Species_23	-52.083	1
Species_23	-52.1333333	4.3166667
Species_23	-52.15	4.183
Species_23	-52.15	4.183
Species_23	-52.15	4.183
Species_23	-52.233	-1.75
Species_23	-52.38333333	4.833333333
Species_23	-52.4666667	3.2166667
Species_23	-52.4666667	3.2166667
Species_23	-52.8833333	2.25
Species_23	-53.05	5.066
Species_23	-53.76666667	5.65
Species_23	-53.8333333	3.3333333
Species_23	-54	5.416
Species_23	-54.683	-2.433
Species_23	-54.683	-2.4
Species_23	-54.683	-2.433
Species_23	-54.683	-2.433
Species_23	-55.03333333	5.55
Species_23	-55.5	-1.867
Species_23	-56.8333	5.6667
Species_23	-58.4434426	-3.1215847
Species_23	-58.4434426	-3.1215847
Species_23	-60	-3.1
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.473	8.521
Species_23	-60.473	8.521
Species_23	-60.9535519	-2.58142077
Species_23	-61.15	-3.7
Species_23	-65.8	10.15
Species_23	-66.37	-3.55
Species_23	-66.827	10.466
Species_23	-66.866	10.55
Species_23	-67.25	-12.01666667
Species_23	-67.407	5.967
Species_23	-69.516	9.683
Species_23	-70.3	-3.8
Species_23	-70.333	0.25
Species_23	-70.5	-3.916
Species_23	-70.5	-3.916
Species_23	-71.816	-3.333
Species_23	-71.933	-3.233
Species_23	-72.25	-2.916
Species_23	-72.916	-3.333
Species_23	-73.1	-3.483
Species_23	-73.124	-3.987
Species_23	-73.191	-3.788
Species_23	-73.191	-3.788
Species_23	-73.191	-3.788
Species_23	-73.234	-3.748
Species_23	-73.247	-3.748
Species_23	-73.247	-3.748
Species_23	-73.247	-3.748
Species_23	-73.247	-3.748
Species_23	-73.247	-3.748
Species_23	-73.247	-3.748
Species_23	-73.25	-3.666
Species_23	-73.416	-3.8
Species_23	-73.483333	-6.18333333
Species_23	-73.583	-3.916
Species_23	-73.583	-3.916
Species_23	-73.626	-3.847
Species_23	-73.75	-4.916
Species_23	-73.833	-5.083
Species_23	-73.833	-5.083
Species_23	-73.9	-3.583
Species_23	-74.25	-6.933
Species_23	-74.5	-5.033
Species_23	-74.5	-5.033
Species_23	-74.5	-5.033
Species_23	-74.5	-5.083
Species_23	-74.5666667	-8.21
Species_23	-75.86666667	-0.116666667
Species_23	-76.166	-3.75
Species_23	-76.583	-7.058
Species_23	-77.666	-3.833
Species_23	-38.317	-7.25
Species_23	-40.9	-3.867
Species_23	-41	-3.75
Species_23	-41	-3.75
Species_23	-44.966	-4.433
Species_23	-48.483	-1.45
Species_23	-49.783	-3.916
Species_23	-50.783	-3.366
Species_23	-51.917	-2.65
Species_23	-51.917	-2.65
Species_23	-53.166	5
Species_23	-54.683	-2.433
Species_23	-54.683	-2.433
Species_23	-54.683	-2.433
Species_23	-54.683	-2.433
Species_23	-54.95	-2.483
Species_23	-54.95	-2.483
Species_23	-54.95	-2.483
Species_23	-56.65	-2.167
Species_23	-57.5	4.833
Species_23	-57.81	-7.71
Species_23	-57.81	-7.71
Species_23	-58.183	6.666
Species_23	-59.483	3.383
Species_23	-60.4	-7.25
Species_23	-60.55	1.2
Species_23	-61.133	4.616
Species_23	-61.133	4.616
Species_23	-61.833	3.583
Species_23	-61.833	3.583
Species_23	-61.833	3.583
Species_23	-62.907	6.916
Species_23	-63.433	-8.766
Species_23	-68	-15.58333333
Species_23	-68.917	-3.567
Species_23	-52.233	-14.633
Species_23	-52.233	-14.633
Species_23	-59.05	-18.03333333
Species_23	-59.75	-17.08333333
Species_23	-60.93333333	-14.55
Species_23	-63.25	7
Species_23	-65.183	2.156
Species_23	-75.966	-1.633
Species_23	-39.0693989	-15.2688525
Species_23	-39.7	-13.5
Species_23	-41.75	-20.55
Species_23	-44.633	-22.466
Species_23	-45.867	-23.117
Species_23	-45.9374317	-23.0748634
Species_23	-46	-23.583
Species_23	-46	-23.583
Species_23	-46.333	-23.4
Species_23	-46.333	-23.4
Species_23	-46.45	-23.667
Species_23	-46.5918033	-23.5415301
Species_23	-46.6270492	-23.6368852
Species_23	-46.6333333	-23.5333333
Species_23	-46.6333333	-23.5333333
Species_23	-46.6333333	-23.5333333
Species_23	-46.6333333	-23.5333333
Species_23	-46.65	-23.55
Species_23	-46.6606557	-23.6251366
Species_23	-46.716	-23.55
Species_23	-46.716	-23.55
Species_23	-46.716	-23.55
Species_23	-46.716	-23.55
Species_23	-46.716	-23.55
Species_23	-46.716	-23.55
Species_23	-47.8803279	-24.864153
Species_23	-47.9951913	-24.0574863
Species_23	-48.7120219	-25.4237705
Species_23	-48.8166667	-25.46666667
Species_23	-48.8166667	-25.46666667
Species_23	-48.8166667	-25.46666667
Species_23	-48.817	-25.483
Species_23	-49.067	-25.433
Species_23	-49.0691257	-25.4404372
Species_23	-49.0833333	-24.9770492
Species_23	-49.1144809	-25.197541
Species_23	-49.1144809	-25.197541
Species_23	-49.13333	-25.18333
Species_23	-49.1784153	-25.9196721
Species_23	-49.1969945	-25.5237705
Species_23	-49.1969945	-25.5237705
Species_23	-49.1969945	-25.5237705
Species_23	-49.2	-25.917
Species_23	-49.2130055	-24.3008743
Species_23	-49.2210383	-25.2860656
Species_23	-49.233	-25.283
Species_23	-49.273224	-25.4240437
Species_23	-49.5308743	-25.4480874
Species_23	-49.6166667	-25.2065574
Species_23	-49.6166667	-25.2066574
Species_23	-49.6166667	-25.2066574
Species_23	-49.6166667	-25.2065574
Species_23	-49.6166667	-25.4153005
Species_23	-49.6319672	-25.580743
Species_23	-49.6319672	-25.5808743
Species_23	-49.7229508	-24.2281421
Species_23	-49.733	-24.25
Species_23	-49.733	-24.25
Species_23	-49.733	-24.25
Species_23	-49.733	-24.25
Species_23	-49.733	-24.25
Species_23	-49.733	-24.25
Species_23	-50	-25.467
Species_23	-50.0002732	-25.4120219
Species_23	-50.0095628	-24.7833333
Species_23	-50.033	-24.5
Species_23	-50.15	-25.083
Species_23	-50.1622951	-25.0852459
Species_23	-50.3603825	-23.1005464
Species_23	-50.4117486	-24.5035519
Species_23	-50.483	-24.483
Species_23	-50.5	-29.383
Species_23	-50.683	-24.983
Species_23	-50.683	-24.983
Species_23	-51.067	-26.25
Species_23	-51.2325137	-26.1620219
Species_23	-51.3846995	-22.7560109
Species_23	-51.717	-24.75
Species_23	-54.517	-25.55
Species_23	-54.517	-25.55
Species_23	-56.72388889	-13.33222222
Species_23	-58.63	-17.27694444
Species_23	-61.2	-14.6
Species_23	-61.84638889	-16.52027778
Species_23	-76.066	2.556
Species_23	-76.583	3.5
Species_23	-78.9166	9.3166
Species_23	-78.964	9.212
Species_23	-79.366	-0.583
Species_23	-79.483	-5.317
Species_23	-79.86666667	-1.366666667
Species_23	-79.95	-4.033
Species_23	-80	-2.25
Species_23	-80.033	-2.15
Species_23	-80.116	8.633
Species_23	-80.133	-2.166
Species_23	-80.133	-2.166
Species_23	-80.683	-1.516
Species_23	-80.7333333	-1.8333333
Species_23	-80.7333333	-1.8333333
Species_23	-84.166	10.4333
Species_23	-84.9833	10.725
Species_23	-85.3	10.5333
Species_23	-87.7833333	14.7833333
Species_23	-87.7833333	14.7833333
Species_23	-88.63333333	14.7
Species_23	-88.96833333	14.16666667
Species_23	-89.9333	13.8166
Species_23	-89.9333	13.8166
Species_23	-91.75	16.5
Species_23	-92.133	16.25
Species_23	-92.185	16.276
Species_23	-92.7	16.75
Species_23	-92.916	16.9
Species_23	-93	16.7
Species_23	-93	16.7
Species_23	-93.066	16.75
Species_23	-93.085	16.847
Species_23	-93.116	16.75
Species_23	-93.116	16.75
Species_23	-93.116	16.75
Species_23	-93.116	16.75
Species_23	-93.216	16.866
Species_23	-93.266	16.8
Species_23	-93.366	16.766
Species_23	-96.3	19.416
Species_23	-96.433	19.333
Species_23	-96.616	19.5
Species_23	-96.6333	19.3333
Species_23	-96.816	19.433
Species_23	-96.816	19.433
Species_23	-96.816	19.433
Species_23	-96.933	19.6
Species_23	-98.123	17.96
Species_23	-98.25	22.45
Species_23	-98.366	20.466
Species_23	-53.83333333	3.666666667
Species_23	-54.066	2.866
Species_23	-57.6333333	5.7833333
Species_23	-58.566	7.25
Species_23	-58.566	7.25
Species_23	-59.483	5.183
Species_23	-60.0333333	-3.06666667
Species_23	-60.0333333	-3.06666667
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-66.166	0.833
Species_23	-66.283	0.933
Species_23	-66.85	1.25
Species_23	-66.9366	7.137
Species_23	-67.1882514	-10.2655738
Species_23	-72.75	-4.25
Species_23	-66.766	10.55
Species_23	-66.8	10.583
Species_23	-66.816	10.433
Species_23	-66.866	10.55
Species_23	-66.866	10.55
Species_23	-66.9167	10.5
Species_23	-66.9167	10.5
Species_23	-66.9167	10.5
Species_23	-66.933	10.6
Species_23	-67.116	10.533
Species_23	-67.25	10.183
Species_23	-67.3	10.35
Species_23	-67.591	10.357
Species_23	-67.591	10.357
Species_23	-67.61	10.493
Species_23	-73.751	6.934
Species_23	-73.906	7.349
Species_23	-74.487	4.191
Species_23	-74.487	4.191
Species_23	-76.566	5.266
Species_23	-76.661	5.694
Species_23	-77.016	4.2
Species_23	-77.38333333	6.3
Species_23	-77.783	8.383
Species_23	-78.9166	9.3166
Species_23	-78.964	9.212
Species_23	-79.35	9.233
Species_23	-79.78	9.337
Species_23	-79.78	9.337
Species_23	-79.78	9.337
Species_23	-79.78	9.337
Species_23	-79.78	9.337
Species_23	-79.78	9.337
Species_23	-79.78	9.337
Species_23	-79.78	9.337
Species_23	-79.78	9.337
Species_23	-79.792	9.331
Species_23	-79.792	9.331
Species_23	-79.792	9.331
Species_23	-79.792	9.331
Species_23	-79.792	9.331
Species_23	-79.792	9.331
Species_23	-82.8333333	9.6333333
Species_23	-83.375	8.7583
Species_23	-83.4	8.7361
Species_23	-83.5833	8.7
Species_23	-83.5916	8.4805
Species_23	-41.033	-13.75
Species_23	-41.333	-10.333
Species_23	-41.416	-13.1
Species_23	-41.5	-13
Species_23	-41.783	-13.516
Species_23	-41.783	-13.516
Species_23	-41.816	-13.116
Species_23	-41.816	-13.116
Species_23	-42.183	-4.3
Species_23	-42.916	-16.541
Species_23	-44.033	-12.116
Species_23	-44.37	-12.3
Species_23	-44.5	-7.233
Species_23	-44.567	-7.15
Species_23	-44.967	-12.15
Species_23	-45.016	-12.25
Species_23	-45.016	-12.25
Species_23	-45.016	-12.25
Species_23	-45.016	-12.25
Species_23	-45.016	-12.25
Species_23	-45.0597222	-11.0463889
Species_23	-45.2	-12.466
Species_23	-45.2	-12.466
Species_23	-45.5	-7
Species_23	-46.317	-14.05
Species_23	-46.317	-14.05
Species_23	-47.95	-15.783
Species_23	-49.933	-10.567
Species_23	-50.25	-6
Species_23	-50.6	-5.766
Species_23	-57.81	-7.71
Species_23	-45.0166667	-12.0833333
Species_23	-40.066	-19.366
Species_23	-40.066	-19.366
Species_23	-40.066	-19.366
Species_23	-40.066	-19.366
Species_23	-41.75	-19.666
Species_23	-41.75	-19.666
Species_23	-42.1	-19.833
Species_23	-42.1	-19.833
Species_23	-42.6	-19.75
Species_23	-42.6	-19.75
Species_23	-42.616	-19.766
Species_23	-38.2726776	-9.34508197
Species_23	-39.533	-12.8
Species_23	-39.6508197	-12.9775956
Species_23	-39.866	-12.883
Species_23	-40	-13
Species_23	-40.1	-13.85
Species_23	-40.166	-12.816
Species_23	-40.35	-12.5
Species_23	-40.35	-12.5
Species_23	-40.383	-14.55
Species_23	-40.383	-14.55
Species_23	-40.4	-13.4
Species_23	-40.4	-13.4
Species_23	-40.45	-13.433
Species_23	-41.216	-10.716
Species_23	-41.283	-10.4
Species_23	-41.326776	-12.8027322
Species_23	-41.367	-12.817
Species_23	-41.5	-13
Species_23	-41.5	-13
Species_23	-41.5754098	-12.5270492
Species_23	-41.7333333	-12.4666667
Species_23	-41.75	-13.616
Species_23	-41.770765	-12.4081967
Species_23	-41.783	-13.516
Species_23	-41.783	-13.516
Species_23	-41.783	-13.516
Species_23	-41.783	-13.516
Species_23	-41.866	-13.3
Species_23	-42.117	-7
Species_23	-42.37	-12.55
Species_23	-42.65	-9
Species_23	-42.65	-9
Species_23	-42.916	-16.541
Species_23	-45.017	-21.9
Species_23	-45.017	-21.9
Species_23	-69.098	9.667
Species_23	-45.7	-1.383
Species_23	-45.7	-1.383
Species_23	-46.76666667	-1.05
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-48.483	-1.45
Species_23	-50.783	-3.366
Species_23	-51.6	-1.417
Species_23	-51.6	-1.417
Species_23	-52.016	3.666
Species_23	-52.016	3.666
Species_23	-52.25	-3.217
Species_23	-52.7	4.05
Species_23	-52.8833333	2.25
Species_23	-53.2	3.633
Species_23	-53.76666667	5.65
Species_23	-54	5.416
Species_23	-54	5.416
Species_23	-54.9833333	5.4166667
Species_23	-55.1666667	5.8333333
Species_23	-56.9052	4.7555
Species_23	-57	4
Species_23	-58.183	6.666
Species_23	-58.183	6.666
Species_23	-59.383	3.133
Species_23	-59.51666667	13.21666667
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-60.083	-2.316
Species_23	-61.21666667	13.13333333
Species_23	-61.21666667	13.13333333
Species_23	-61.266	15.383
Species_23	-61.4	10.65
Species_23	-61.4	10.65
Species_23	-64.7	-3.366
Species_23	-66	-3
Species_23	-66	-3
Species_23	-66.03333333	-14.65
Species_23	-66.05	-11.96666667
Species_23	-68.53333333	-14.48333333
Species_23	-68.53611111	-14.47722222
Species_23	-69.15	-12.583
Species_23	-69.2	-12.666
Species_23	-69.25	-12.433
Species_23	-69.567	-13.134
Species_23	-69.995	-4.31
Species_23	-72.5	-4.333
Species_23	-72.833	-3.466
Species_23	-73.247	-3.748
Species_23	-73.265	-3.69
Species_23	-73.27	-3.747
Species_23	-73.75	-4.916
Species_23	-73.75	-4.916
Species_23	-74.416	-4.8
Species_23	-74.5	-5.083
Species_23	-74.538	-8.382
Species_23	-74.833	-3.3
Species_23	-75.666	-2.583
Species_23	-75.666	-2.583
Species_23	-75.846	-9.112
Species_23	-75.997	-9.295
Species_23	-75.997	-9.295
Species_23	-76.083	-5.916
Species_23	-76.25	-2.916
Species_23	-76.25	-2.916
Species_23	-76.333	-3.333
Species_23	-76.365	-6.501
Species_23	-76.4	-2.9
Species_23	-76.416	-2.916
Species_23	-76.416	-2.916
Species_23	-76.416	-3.166
Species_23	-76.512	-8.184
Species_23	-76.512	-8.184
Species_23	-76.512	-8.184
Species_23	-76.6	-3.25
Species_23	-76.6166667	-0.4333333
Species_23	-76.7	-0.033
Species_23	-76.766	-7.266
Species_23	-77.333	-4.333
Species_23	-77.416	-0.916
Species_23	-77.483	-5.733
Species_23	-77.5	-1.016
Species_23	-77.666	-1
Species_23	-77.7	-3.916
Species_23	-77.7	-3.916
Species_23	-77.8	-0.95
Species_23	-77.95	-1.033
Species_23	-78.133	-4.65
Species_23	-78.428	-5.031
Species_23	-78.515	-5.648
Species_23	-78.583	-3.416
Species_23	-78.683	9.214
Species_23	-85.2	10.3333333
Species_23	-85.45	10.15
Species_23	-85.6833333	10.9333333
Species_23	-37.783	-8.9
Species_23	-39.1	-15.4
Species_23	-39.3	-14.73
Species_23	-39.3	-14.73
Species_23	-39.3	-14.73
Species_23	-39.42	-13.15
Species_23	-40.066	-19.366
Species_23	-40.066	-19.366
Species_23	-40.066	-19.366
Species_23	-40.066	-19.366
Species_23	-40.55	-19.85
Species_23	-40.55	-19.85
Species_23	-40.55	-19.85
Species_23	-40.55	-19.85
Species_23	-40.55	-19.85
Species_23	-41.15	-20.48
Species_23	-41.52	-17.45
Species_23	-41.7	-20.6
Species_23	-42.05	-20.883
Species_23	-42.05	-22.85
Species_23	-42.1	-19.833
Species_23	-42.45	-14.316
Species_23	-42.533	-21.767
Species_23	-42.666	-22.75
Species_23	-42.666	-22.75
Species_23	-42.85	-21.333
Species_23	-43.2	-22.933
Species_23	-43.3580556	-22.9427778
Species_23	-43.466	-22.966
Species_23	-43.5	-22.65
Species_23	-44.633	-22.466
Species_23	-44.633	-22.466
Species_23	-44.867	-15.75
Species_23	-44.867	-15.75
Species_23	-45.95	-4.083
Species_23	-46	-1.217
Species_23	-46.083	-22.866
Species_23	-46.25	-21.416
Species_23	-46.383	-21.933
Species_23	-46.383	-21.933
Species_23	-46.65	-23.55
Species_23	-46.716	-23.55
Species_23	-46.716	-23.55
Species_23	-46.716	-23.55
Species_23	-46.716	-23.55
Species_23	-46.76666667	-1.05
Species_23	-46.833	-23.717
Species_23	-46.833	-23.717
Species_23	-46.833	-23.717
Species_23	-46.833	-23.717
Species_23	-46.85	-23.65
Species_23	-46.983	-23.017
Species_23	-47.1	-22.9
Species_23	-47.1	-22.9
Species_23	-47.133	-22.833
Species_23	-47.3	-1.2
Species_23	-47.583	-22.317
Species_23	-48.416	-22.75
Species_23	-48.416	-22.75
Species_23	-48.416	-22.75
Species_23	-48.5	-25.51666667
Species_23	-48.633	-25.883
Species_23	-48.65	-26.833
Species_23	-49.333	-0.416
Species_23	-51.117	-20.65
Species_23	-51.217	-23.3
Species_23	-51.217	-23.3
Species_23	-51.217	-23.3
Species_23	-51.217	-23.3
Species_23	-51.217	-23.3
Species_23	-51.217	-23.3
Species_23	-51.217	-23.3
Species_23	-51.717	-24.75
Species_23	-52.417	-22.583
Species_23	-52.5	-22.833
Species_23	-52.517	-23.7
Species_23	-52.517	-23.7
Species_23	-52.616	-27.1
Species_23	-52.867	-25.1
Species_23	-53.617	-23.983
Species_23	-53.75	-27.367
Species_23	-53.75	-27.166
Species_23	-53.983	-24.033
Species_23	-53.983	-24.033
Species_23	-54.25	-24.083
Species_23	-54.35	-24.6166667
Species_23	-54.51666667	-24.08333333
Species_23	-54.517	-25.55
Species_23	-54.517	-25.55
Species_23	-54.517	-25.55
Species_23	-54.683	-2.433
Species_23	-54.717	-28.167
Species_23	-54.75	-24.75
Species_23	-54.9166667	-27.1166667
Species_23	-55.25	-24.5
Species_23	-55.45	-26.166
Species_23	-55.4833333	-27.6333333
Species_23	-55.517	-3.733
Species_23	-55.517	-3.733
Species_23	-55.533	-24.133
Species_23	-55.583	-25.416
Species_23	-56.05	-28.55
Species_23	-56.083	-27.666
Species_23	-56.166	-25.916
Species_23	-56.25	-25.916
Species_23	-56.25	-25.916
Species_23	-56.25	-25.916
Species_23	-56.25	-25.916
Species_23	-56.25	-25.916
Species_23	-56.25	-25.916
Species_23	-56.25	-25.916
Species_23	-56.266	-25.75
Species_23	-56.266	-25.8
Species_23	-56.333	-25.8
Species_23	-56.333	-25.8
Species_23	-56.333	-25.8
Species_23	-56.333	-25.8
Species_23	-56.33333333	-23.9
Species_23	-56.4	-24.6666667
Species_23	-56.4333333	-25.75
Species_23	-56.4333333	-25.75
Species_23	-56.51666667	-27.08333333
Species_23	-56.7	-25.5
Species_23	-56.766	-26.066
Species_23	-56.78333333	-27.1
Species_23	-56.78333333	-27.1
Species_23	-56.8	-26.05
Species_23	-56.8	-26.05
Species_23	-56.833	-26
Species_23	-56.833	-26
Species_23	-56.833	-26
Species_23	-56.833	-26.083
Species_23	-56.833	-26.05
Species_23	-56.833	-26.083
Species_23	-56.883	-26.116
Species_23	-56.883	-26.116
Species_23	-56.883	-26.116
Species_23	-56.966	-25.433
Species_23	-56.966	-25.433
Species_23	-56.966	-25.433
Species_23	-56.966	-25.433
Species_23	-56.966	-25.433
Species_23	-57.116	-25.416
Species_23	-57.116	-25.416
Species_23	-57.116	-25.416
Species_23	-57.116	-25.2
Species_23	-57.116	-25.2
Species_23	-57.116	-25.2
Species_23	-57.116	-25.2
Species_23	-57.116	-25.416
Species_23	-57.116	-25.2
Species_23	-57.133	-25.866
Species_23	-57.133	-25.866
Species_23	-57.133	-25.866
Species_23	-57.15	-25.6333333
Species_23	-57.15	-25.6333333
Species_23	-57.15	-25.6333333
Species_23	-57.15	-25.9
Species_23	-57.15	-26.9
Species_23	-57.15	-26.9
Species_23	-57.15	-25.9
Species_23	-57.15	-25.9
Species_23	-57.15	-25.9
Species_23	-57.15	-25.9
Species_23	-57.15	-25.9
Species_23	-57.15	-25.9
Species_23	-57.166	-25.416
Species_23	-57.166	-25.416
Species_23	-57.166	-25.416
Species_23	-57.166	-25.416
Species_23	-57.166	-25.416
Species_23	-57.166	-25.416
Species_23	-57.166	-25.416
Species_23	-57.166	-25.133
Species_23	-57.166	-25.133
Species_23	-57.166	-25.133
Species_23	-57.233	-25.15
Species_23	-57.26666667	-25.51666667
Species_23	-57.26666667	-25.51666667
Species_23	-57.26666667	-25.51666667
Species_23	-57.26666667	-25.51666667
Species_23	-57.26666667	-25.51666667
Species_23	-57.26666667	-25.51666667
Species_23	-57.26666667	-25.51666667
Species_23	-57.26666667	-25.51666667
Species_23	-57.2666667	-25.3833333
Species_23	-57.2666667	-25.3833333
Species_23	-57.3	-25.6
Species_23	-57.3	-25.6
Species_23	-57.3	-25.6
Species_23	-57.333	-25.28333
Species_23	-57.3333	-22.98333
Species_23	-57.33333333	-25.28333333
Species_23	-57.4344444	-23.4063889
Species_23	-57.466	-25.333
Species_23	-57.56666667	-25.3
Species_23	-57.56666667	-25.3
Species_23	-57.65	-19.016
Species_23	-57.65	-19.016
Species_23	-57.8	-18.95
Species_23	-57.81	-7.71
Species_23	-59.05	-18.03333333
Species_23	-59.7425	-18.35111111
Species_23	-60.96666667	-16.23333333
Species_23	-61.583	-22.7
Species_23	-61.583	-22.7
Species_23	-61.583	-22.7
Species_23	-61.583	-22.7
Species_23	-61.583	-22.7
Species_23	-61.583	-22.7
Species_23	-61.583	-22.7
Species_23	-61.583	-22.7
Species_23	-61.583	-22.7
Species_23	-63.00833333	-17.73333333
Species_23	-63.55	-18.01666667
Species_23	-68.46666667	-14.56416667
Species_23	-68.53333333	-14.46666667
Species_23	-68.5666667	-14.5333333
Species_23	-68.5666667	-14.5333333
Species_23	-40.083	-7.166
Species_23	-40.117	-6.633
Species_23	-40.583	-7.517
Species_23	-40.583	-7.517
Species_23	-41.266	-10.45
Species_23	-41.416	-10.183
Species_23	-41.516	-13.533
Species_23	-41.517	-17.2
Species_23	-41.55	-12.45
Species_23	-41.55	-12.45
Species_23	-41.65	-14.2
Species_23	-41.7	-12.4
Species_23	-41.833	-13.216
Species_23	-42.1	-19.833
Species_23	-42.1	-19.833
Species_23	-42.3	-12.55
Species_23	-42.37	-12.55
Species_23	-42.483	-10.933
Species_23	-42.65	-9
Species_23	-43.5	-13.3
Species_23	-44.633	-15.516
Species_23	-44.633	-15.516
Species_23	-54.95	-15.983
Species_23	-39.2	-16.416
Species_23	-40.066	-19.366
Species_23	-40.066	-19.366
Species_23	-43.2	-22.933
Species_23	-43.217	-22.917
Species_23	-43.283	-22.883
Species_23	-43.283	-22.883
Species_23	-43.283	-22.883
Species_23	-43.283	-22.883
Species_23	-43.333	-22.916
Species_23	-43.667	-22.417
Species_23	-43.667	-22.417
Species_23	-44.15	-22.717
Species_23	-48	-23
Species_23	-38.933	-4.333
Species_23	-38.933	-4.333
Species_23	-38.933	-4.333
Species_23	-40.066	-19.366
Species_23	-58.30083333	-18.40083333
Species_23	-63.73333333	-17.55138889
Species_23	-64.36666667	-14.81666667
Species_23	-64.7	-15.96666667
Species_23	-65.03333333	-14.91666667
Species_23	-65.9	-2.64
Species_23	-66.4	-14.13333333
Species_23	-66.98333333	-15.05
Species_23	-66.98333333	-15.05
Species_23	-66.98333333	-15.05
Species_23	-67.96166667	-14.35722222
Species_23	-68.06666667	-13.56666667
Species_23	-68.06666667	-13.56666667
Species_23	-68.2	-13.86666667
Species_23	-68.76666667	-13.58333333
Species_23	-69.05	-12.483
Species_23	-69.05	-12.483
Species_23	-69.083	-12.583
Species_23	-69.15	-12.583
Species_23	-69.183	-12.6
Species_23	-69.233	-12.5
Species_23	-69.25	-12.433
Species_23	-69.3	-12.816
Species_23	-69.333	-12.833
Species_23	-69.567	-13.134
Species_23	-69.666	-13.25
Species_23	-69.716	-12.816
Species_23	-70.833	-11
Species_23	-71.366	-11.866
Species_23	-71.416	-11.833
Species_23	-71.416	-11.833
Species_23	-71.7	-12.084
Species_23	-71.7	-12.084
Species_23	-71.7	-12.084
Species_23	-71.7	-12.084
Species_23	-72.833	-3.466
Species_23	-73	-4.333
Species_23	-73.033	-3.5
Species_23	-73.05	-3.5
Species_23	-73.466	-3
Species_23	-73.916	-8.033
Species_23	-74.421	6.475
Species_23	-75.033	-8.766
Species_23	-75.216	-10.966
Species_23	-75.311	-11.056
Species_23	-75.316	-11.05
Species_23	-75.997	-9.295
Species_23	-76.083	-5.9
Species_23	-76.083	-5.9
Species_23	-76.333	-2.333
Species_23	-76.5	-0.633
Species_23	-76.9	7.366
Species_23	-76.966	-2.083
Species_23	-77.096	8.04
Species_23	-77.096	8.04
Species_23	-77.118	7.44
Species_23	-77.633	-4.436
Species_23	-77.916	8.583
Species_23	-77.916	8.583
Species_23	-78.5	-0.2166667
Species_23	-78.515	-5.648
Species_23	-79.15	-0.25
Species_23	-79.8	-1.8666667
Species_23	-80.5	8.75
Species_23	-80.6	8.616
Species_23	-83.65	9.8833
Species_23	-83.65	9.8833
Species_23	-83.65	9.866666667
Species_23	-87.45	15.4833
Species_23	-87.4583	15.7166
Species_23	-87.4583	15.7166
Species_23	-88.9166667	15.4333333
Species_23	-51.9	-1.15
Species_23	-52.1333333	4.3166667
Species_23	-52.15	4.183
Species_23	-52.15	4.183
Species_23	-52.15	4.183
Species_23	-52.33333333	4.733333333
Species_23	-52.33333333	4.65
Species_23	-52.33388889	4.733888889
Species_23	-52.33472222	4.734722222
Species_23	-52.56666667	4.366666667
Species_23	-53.166	5
Species_23	-53.166	5
Species_23	-53.166	5
Species_23	-53.2	3.633
Species_23	-53.285	3.718333333
Species_23	-54	5.416
Species_23	-55.45	5.8333333
Species_23	-58.183	6.666
Species_23	-61.131	6.735
Species_23	-61.593	8.371
Species_23	-61.75	8.416
Species_23	-61.9	7.9667
Species_23	-62.383	8.383
Species_23	-62.907	6.916
Species_23	-63.083	6.766
Species_23	-63.25	6.933
Species_23	-65.666	7.513
Species_23	-67.835	4.956
Species_23	-68.2	-13.86666667
Species_23	-68.933	10.583
Species_23	-69.157	10.285
Species_23	-69.567	-13.134
Species_23	-69.94	-4.215
Species_23	-71.271	-11.937
Species_23	-71.7	-12.084
Species_23	-71.7	-12.084
Species_23	-71.816	-3.333
Species_23	-71.933	-3.233
Species_23	-71.933	-3.233
Species_23	-71.933	-3.233
Species_23	-72.8	-3.466
Species_23	-72.833	-3.466
Species_23	-72.833	-3.466
Species_23	-72.833	-3.466
Species_23	-73	-3.465
Species_23	-73.016	-3.5
Species_23	-73.033	-3.5
Species_23	-73.033	-3.5
Species_23	-73.083	-3
Species_23	-73.247	-3.748
